都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,9251,157664,2171,26,6867,213
青森,315,6975,40,2,269,6
岩手,212,9887,77,2,131,4
宮城,1230,19189,128,5,1092,10
秋田,90,3677,10,0,79,1
山形,149,7717,36,1,112,1
福島,509,40917,49,5,452,8
茨城,1692,17233,370,16,1299,23
栃木,702,56119,138,7,564,2
群馬,1312,36684,236,2,1025,22
埼玉,8830,242738,1372,28,7310,148
千葉,7239,169433,807,11,6342,90
東京,42344,784259,4174,54,37669,501
神奈川,13126,262887,1361,61,11564,201
新潟,348,22805,89,0,259,0
富山,461,17678,18,0,417,26
石川,862,22755,24,0,788,50
福井,320,15346,21,0,288,11
山梨,362,13619,49,2,304,9
長野,760,32727,95,0,638,6
岐阜,1161,42063,234,2,913,14
静岡,1782,60541,563,10,1206,13
愛知,10528,143080,1766,27,8640,122
三重,905,19848,186,4,710,9
滋賀,804,28577,71,1,722,11
京都,2714,67950,214,6,2461,39
大阪,21404,338860,4549,136,16495,341
兵庫,5868,99809,734,37,5047,87
奈良,1229,34463,229,6,987,13
和歌山,478,13801,74,6,387,6
鳥取,61,17738,8,0,52,0
島根,152,7158,4,1,148,0
岡山,629,20802,140,5,468,11
広島,897,35884,124,6,755,6
山口,402,19028,59,3,337,2
徳島,182,7848,6,1,167,9
香川,154,17757,28,0,124,2
愛媛,331,7393,141,6,184,6
高知,180,3871,26,0,146,4
福岡,5932,206315,357,9,5467,108
佐賀,329,10160,38,0,292,2
長崎,273,27725,17,0,255,3
熊本,1055,24650,67,8,948,13
大分,342,28985,118,1,221,3
宮崎,527,10183,90,2,437,1
鹿児島,629,27883,36,1,593,13
沖縄,4447,74544,423,5,3960,69
(その他),149,-,0,-,149,-
合計,153658,3337225,21567,505,129740,2239
