都道府県名,陽性者数 検査人数,,%
北海道,6380,119279,5.3%
青森,280,6349,4.4%
,112,7411,1.5%
宮城,1061,17169,6.2%
秋田,74,3155,2.3%
山形,107,7144,1.5%
福島,466,36945,1.3%
茨城,1139,15503,7.3%
栃木,550,49184,1.1%
群馬,1016,33976,3.0%
埼玉,7326,216902,3.4%
千葉,6199,153635,4.0%
東京,36778,701481,5.2%
神奈川,10988,234414,4.7%
新潟,286,20632,1.4%
富山,441,16124,2.7%
石川,831,20483,4.1%
福井,298,13346,2.2%
山梨,298,12801,2.3%
長野,567,27741,2.0%
岐阜,890,30992,2.9%
静岡,1111,51416,2.2%
,8262,122758,6.7%
三重,684,18271,3.7%
滋賀,720,24685,2.9%
京都,2409,60062,4.0%
大阪,16744,288368,5.8%
,4355,82174,5.3%
奈良,952,29663,3.2%
和歌山,372,11946,3.1%
鳥取,53,6185,0.9%
島根,142,6498,2.2%
岡山,458,17220,2.7%
広島,726,31670,2.3%
山口,326,13795,2.4%
徳島,176,7712,2.3%
香川,127,15760,0.8%
愛媛,164,5091,3.2%
高知,144,3700,3.9%
,5477,187533,2.9%
佐賀,290,8602,3.4%
長崎,254,25507,1.0%
熊本,951,22677,4.2%
大分,208,24521,0.8%
宮崎,398,8918,4.5%
鹿児島,592,25683,2.3%
沖縄,3925,66496,5.9%
長崎船,149,0,-
合計,126256,2911577,4.3%
