都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,42386,820212,757,10,40141,1417
青森,2579,53679,42,1,2506,31
岩手,1855,90975,102,1,1706,47
宮城,9549,166124,294,3,9149,91
秋田,974,16564,50,1,904,20
山形,2084,68632,51,0,1986,47
福島,5171,297527,167,7,4843,161
茨城,11117,34230,360,4,10591,166
栃木,7397,317688,221,11,7093,83
群馬,8143,203483,74,0,7915,154
埼玉,49682,1025046,2548,30,46292,842
千葉,43574,737214,1896,17,40953,725
東京,189116,2670446,8993,58,177854,2269
神奈川,73113,1100250,3362,32,68776,975
新潟,3577,182675,132,1,3391,54
富山,2085,77808,35,2,2012,38
石川,4212,129629,234,1,3859,115
福井,1421,74087,70,0,1315,36
山梨,2176,65656,47,0,2108,21
長野,5086,216101,35,1,5033,94
岐阜,9566,283937,94,3,9285,187
静岡,9833,429699,358,4,9322,153
愛知,52019,876763,721,11,50303,995
三重,5466,152748,166,3,5326,113
滋賀,5688,161781,95,2,5503,90
京都,17069,298367,263,5,16506,249
大阪,106746,2324809,2486,110,100719,2708
兵庫,41743,534767,545,16,39888,1311
奈良,8595,178273,183,1,8280,132
和歌山,2742,42930,39,0,2595,49
鳥取,577,89337,49,0,476,2
島根,583,32936,27,0,554,2
岡山,7686,174589,39,1,7472,127
広島,11655,570271,92,4,11372,178
山口,3193,126574,32,1,3081,80
徳島,1700,68466,38,0,1599,63
香川,2132,90464,24,0,2082,31
愛媛,2794,100728,41,2,2678,75
高知,1955,58913,74,1,1852,29
福岡,36385,876874,584,9,35196,526
佐賀,2597,60378,24,0,2582,24
長崎,3272,131081,55,0,3150,69
熊本,6516,82840,31,2,6366,119
大分,3527,178153,28,0,3435,64
宮崎,3118,44922,12,0,3066,27
鹿児島,3776,115042,54,0,3716,39
沖縄,21812,268120,691,37,20912,215
(その他),149,-,0,-,149,-
合計,838191,16701788,26315,392,795892,15043
