都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,21361,460342,852,22,19747,760
青森,1108,26272,179,0,909,20
岩手,713,47379,119,0,564,30
宮城,6594,96746,1376,12,5183,35
秋田,303,7916,24,1,273,6
山形,1077,37680,274,1,786,17
福島,2654,156790,275,12,2262,117
茨城,6908,27011,279,2,6502,127
栃木,4801,177482,225,2,4483,70
群馬,5131,117138,201,4,4831,99
埼玉,33609,667011,1506,35,31396,707
千葉,30203,488981,1065,16,28558,580
東京,123350,1803128,3652,44,117913,1785
神奈川,48775,714203,987,24,47000,788
新潟,1586,87307,220,2,1361,18
富山,965,42803,44,0,892,29
石川,1973,61517,77,1,1829,65
福井,626,37652,68,1,533,25
山梨,992,32134,31,1,942,19
長野,2982,122915,262,0,2704,42
岐阜,5037,163633,151,3,4757,129
静岡,5849,254505,218,0,5513,118
愛知,27868,477626,933,8,26342,593
三重,2863,79034,208,1,2661,72
滋賀,2869,88655,157,4,2654,58
京都,9789,181445,439,3,9200,173
大阪,55748,1099255,5570,149,48522,1197
兵庫,20933,308291,1776,74,18561,596
奈良,4098,100693,518,6,3525,55
和歌山,1384,27551,164,6,1177,18
鳥取,279,50607,67,0,206,2
島根,288,18022,4,0,284,0
岡山,2781,81422,82,3,2575,36
広島,5218,181607,111,1,4995,106
山口,1440,68811,36,0,1361,43
徳島,605,33567,129,3,457,19
香川,935,53144,157,0,762,19
愛媛,1561,42299,432,3,1105,24
高知,937,7485,29,2,889,19
福岡,19160,520057,362,4,18465,333
佐賀,1233,32897,60,0,1179,13
長崎,1646,78802,24,0,1583,39
熊本,3526,58455,33,2,3419,74
大分,1326,94718,24,1,1280,22
宮崎,1966,24926,21,1,1924,22
鹿児島,1870,74841,66,0,1797,28
沖縄,10039,169174,873,2,9043,129
(その他),149,-,0,-,149,-
合計,487108,9583929,24360,456,453053,9276
