都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,20611,434522,692,9,19171,740
青森,921,23933,56,1,845,20
岩手,596,42164,33,0,533,30
宮城,5120,83765,1041,3,4052,27
秋田,279,7416,10,0,263,6
山形,752,32410,187,0,549,16
福島,2387,139730,269,11,2010,108
茨城,6533,25917,329,1,6079,125
栃木,4474,168378,133,0,4271,70
群馬,4890,109704,175,2,4616,99
埼玉,32094,627011,1329,43,30074,691
千葉,29014,467237,1011,21,27449,554
東京,118855,1718024,3059,41,114122,1674
神奈川,47462,674342,960,20,45727,775
新潟,1347,78441,161,1,1169,17
富山,930,40768,19,1,883,28
石川,1899,58826,17,0,1816,64
福井,553,34673,7,0,521,25
山梨,956,29599,2,0,936,18
長野,2614,111781,139,0,2452,41
岐阜,4875,154175,91,2,4661,123
静岡,5558,237667,199,1,5244,115
愛知,26883,449089,499,11,25812,572
三重,2669,73145,81,4,2600,68
滋賀,2720,84114,85,3,2581,54
京都,9313,172097,129,2,9022,167
大阪,49948,981902,1624,61,46751,1172
兵庫,19130,285482,766,53,17781,583
奈良,3575,93334,128,5,3396,51
和歌山,1228,25895,47,2,1139,18
鳥取,211,45990,1,0,205,2
島根,285,17590,0,0,285,0
岡山,2637,75671,76,6,2479,35
広島,5096,176621,34,0,4952,106
山口,1403,66920,15,0,1345,43
徳島,498,30114,40,1,440,18
香川,780,49506,16,1,746,18
愛媛,1193,36665,123,0,1046,24
高知,914,7424,11,3,884,19
福岡,18825,496109,392,8,18105,328
佐賀,1164,31372,34,2,1140,11
長崎,1622,74887,10,0,1576,38
熊本,3494,57733,22,1,3398,74
大分,1302,90030,7,0,1273,22
宮崎,1953,24807,0,0,1924,22
鹿児島,1778,71639,16,0,1760,28
沖縄,8988,160567,496,3,8372,126
(その他),149,-,0,-,149,-
合計,460478,8979186,14571,323,436604,8965
