都道府県名,陽性者数 検査人数,,%
北海道,16329,291357,5.6%
青森,666,12316,5.4%
岩手,484,18505,2.6%
宮城,3118,45021,6.9%
秋田,229,5939,3.9%
山形,455,12635,3.6%
福島,1534,75119,2.0%
茨城,4109,21719,18.9%
栃木,3433,94672,3.6%
群馬,3492,67507,5.2%
埼玉,22377,406570,5.5%
千葉,19045,278979,6.8%
東京,90659,1219217,7.4%
神奈川,36326,449714,8.1%
新潟,808,34092,2.4%
富山,825,28417,2.9%
石川,1393,37401,3.7%
福井,467,24647,1.9%
山梨,869,14741,5.9%
長野,2102,69017,3.0%
岐阜,3819,93535,4.1%
静岡,4092,126883,3.2%
愛知,21911,277893,7.9%
三重,1882,35367,5.3%
滋賀,1868,50350,3.7%
京都,7253,117341,6.2%
大阪,40058,589145,6.8%
兵庫,14466,179493,8.1%
奈良,2757,62725,4.4%
和歌山,948,19864,4.8%
鳥取,186,31277,0.6%
島根,242,11764,2.1%
岡山,2183,43188,5.1%
広島,4505,107047,4.2%
山口,996,40022,2.5%
徳島,337,18851,1.8%
香川,568,33843,1.7%
愛媛,891,19897,4.5%
高知,813,6655,12.2%
福岡,14100,334151,4.2%
佐賀,858,20537,4.2%
長崎,1334,51536,2.6%
熊本,3076,48014,6.4%
大分,988,56749,1.7%
宮崎,1678,20633,8.1%
鹿児島,1460,51028,2.9%
沖縄,6759,113829,5.9%
長崎船,149,0,-
合計,348897,5769202,6.0%
