都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,16329,291357,1647,15,14173,557
青森,666,12316,84,3,573,9
岩手,484,18505,60,1,399,25
宮城,3118,45021,499,8,2597,22
秋田,229,5939,58,1,170,1
山形,455,12635,38,1,404,13
福島,1534,75119,312,8,1187,35
茨城,4109,21719,846,11,3216,47
栃木,3433,94672,1107,20,2326,29
群馬,3492,67507,525,13,2841,61
埼玉,22377,406570,5326,87,16759,292
千葉,19045,278979,5767,52,13084,194
東京,90659,1219217,19481,159,70417,761
神奈川,36326,449714,5390,110,30558,378
新潟,808,34092,143,1,665,7
富山,825,28417,105,3,693,27
石川,1393,37401,225,7,1156,56
福井,467,24647,75,4,378,13
山梨,869,14741,121,5,736,12
長野,2102,69017,377,4,1711,26
岐阜,3819,93535,628,15,3130,61
静岡,4092,126883,837,9,3190,65
愛知,21911,277893,3391,52,18179,341
三重,1882,35367,333,6,1524,25
滋賀,1868,50350,379,15,1469,20
京都,7253,117341,1616,21,5609,90
大阪,40058,589145,6131,174,33131,796
兵庫,14466,179493,2047,69,12098,321
奈良,2757,62725,402,13,2323,32
和歌山,948,19864,143,12,781,11
鳥取,186,31277,42,2,139,2
島根,242,11764,15,0,227,0
岡山,2183,43188,479,17,1434,16
広島,4505,107047,450,14,3906,77
山口,996,40022,307,2,740,5
徳島,337,18851,103,0,223,11
香川,568,33843,181,1,378,9
愛媛,891,19897,213,3,661,17
高知,813,6655,67,3,733,13
福岡,14100,334151,3819,27,10126,155
佐賀,858,20537,253,2,616,4
長崎,1334,51536,265,5,937,18
熊本,3076,48014,273,16,2243,45
大分,988,56749,159,3,817,12
宮崎,1678,20633,367,8,1304,14
鹿児島,1460,51028,224,2,1236,15
沖縄,6759,113829,796,7,5879,89
(その他),149,-,0,-,149,-
合計,348897,5769202,66106,1011,277225,4829
