都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1632,36655,129,3,1400,103
青 森,33,1755,1,0,31,1
岩手,9,2257,5,0,4,0
宮城,185,7166,8,1,176,1
秋  田,44,1578,16,0,27,0
山形,76,3007,0,0,76,1
福島,109,12215,19,1,90,0
茨城,463,9419,81,1,372,10
栃木,282,18751,39,2,230,1
群馬,307,10523,99,0,189,19
埼玉,3280,92173,516,11,2682,82
千葉,2532,45960,482,9,1992,58
東京,18082,265644,3338,31,14400,344
神奈川,3988,93284,652,21,3231,105
新潟,133,11029,9,0,123,0
富山,319,6762,53,3,247,22
石川,486,4189,138,2,319,29
福井,155,5978,6,1,141,8
山梨,142,8731,21,0,120,1
長野,150,11135,28,0,126,-
岐阜,520,15712,64,3,448,8
静岡,425,19718,73,2,351,1
愛知,3787,40609,1323,15,2414,45
三重,285,7642,92,1,191,2
滋賀,354,7340,105,4,245,4
京都,1138,25126,192,4,925,21
大阪,7101,108525,1695,65,5284,117
兵庫,1924,36814,280,11,1596,48
奈良,440,11572,122,3,315,3
和歌山,209,7467,32,1,171,4
鳥取,21,4351,11,0,10,0
島根,133,4257,85,0,48,0
岡山,128,3847,20,-,90,-
広島,437,16267,37,1,397,3
山口,84,5119,18,0,66,0
徳島,95,4049,47,0,40,1
香川,65,6505,8,0,56,1
愛媛,110,3454,9,0,95,6
高知,103,2616,20,0,80,3
福岡,3683,35498,1013,23,2628,42
佐賀,199,4034,50,0,150,0
長崎,189,11135,31,-,36,3
熊本,417,9343,95,4,252,7
大分,120,9554,36,0,83,1
宮崎,273,7054,66,0,207,1
鹿児島,335,13513,64,2,253,7
沖縄,1689,18954,856,14,823,14
(その他),149,-,0,-,149,-
合計,56820,1088286,12084,239,43379,1127
