都道府県名,陽性者数 検査人数,,%
北海道,41136,765994,5.4%
青森,2463,49550,5.0%
岩手,1653,83277,2.0%
宮城,9091,154683,5.9%
秋田,792,14534,5.4%
山形,2020,64466,3.1%
福島,4814,273777,1.8%
茨城,10353,33126,31.3%
栃木,6876,281917,2.4%
群馬,8013,190362,4.2%
埼玉,45904,951170,4.8%
千葉,39592,663722,6.0%
東京,170945,2472248,6.9%
神奈川,66154,1017998,6.5%
新潟,3392,166430,2.0%
富山,2029,72252,2.8%
石川,3926,119333,3.3%
福井,1205,64495,1.9%
山梨,2036,50098,4.1%
長野,5007,199132,2.5%
岐阜,9414,265738,3.5%
静岡,9115,394559,2.3%
愛知,50649,811830,6.2%
三重,5217,137890,3.8%
滋賀,5524,148371,3.7%
京都,16509,278482,5.9%
大阪,102830,2079794,4.9%
兵庫,40780,498598,8.2%
奈良,8227,165640,5.0%
和歌山,2671,41556,6.4%
鳥取,466,81812,0.6%
島根,551,29812,1.8%
岡山,7584,158467,4.8%
広島,11440,534171,2.1%
山口,3119,119622,2.6%
徳島,1654,63852,2.6%
香川,2085,84420,2.5%
愛媛,2750,93822,2.9%
高知,1768,11104,15.9%
福岡,35342,816824,4.3%
佐賀,2553,55739,4.6%
長崎,3130,122239,2.6%
熊本,6464,81251,8.0%
大分,3489,165295,2.1%
宮崎,3072,43952,7.0%
鹿児島,3645,109989,3.3%
沖縄,20390,246279,8.3%
長崎船,149,0,-
合計,787988,15329672,5.1%
