都道府県名,陽性者数 検査人数,,%
北海道,26681,559214,4.8%
青森,1781,35344,5.0%
岩手,1091,61274,1.8%
宮城,8339,124669,6.7%
秋田,596,11000,5.4%
山形,1599,49728,3.2%
福島,3860,196966,2.0%
茨城,8567,30786,27.8%
栃木,5600,222303,2.5%
群馬,6705,144192,4.7%
埼玉,39856,785829,5.1%
千葉,34402,559683,6.1%
東京,146594,2078308,7.1%
神奈川,55739,828500,6.7%
新潟,2568,115792,2.2%
富山,1408,53430,2.6%
石川,2866,74108,3.9%
福井,954,51711,1.8%
山梨,1267,36365,3.5%
長野,4114,151970,2.7%
岐阜,6650,198698,3.3%
静岡,6823,303143,2.3%
愛知,36233,586218,6.2%
三重,4146,104528,4.0%
滋賀,4163,110541,3.8%
京都,13292,222215,6.0%
大阪,89545,1538348,5.8%
兵庫,34918,401077,8.7%
奈良,6925,131588,5.3%
和歌山,2359,35763,6.6%
鳥取,392,64106,0.6%
島根,375,21314,1.8%
岡山,4987,108427,4.6%
広島,6751,267317,2.5%
山口,2063,82172,2.5%
徳島,1479,47260,3.1%
香川,1566,65286,2.4%
愛媛,2501,68018,3.7%
高知,1121,8545,13.1%
福岡,26833,638402,4.2%
佐賀,1952,41544,4.7%
長崎,2479,96913,2.6%
熊本,4414,67745,6.5%
大分,2391,119230,2.0%
宮崎,2463,33156,7.4%
鹿児島,2558,81722,3.1%
沖縄,13095,195912,6.7%
長崎船,149,0,-
合計,637210,11810360,5.4%
