都道府県名,陽性者数 検査人数,,%
北海道,41708,799145,5.2%
青森,2538,52324,4.9%
岩手,1766,88554,2.0%
宮城,9272,160611,5.8%
秋田,931,16159,5.8%
山形,2044,67378,3.0%
福島,5049,289317,1.7%
茨城,10765,33871,31.8%
栃木,7209,311224,2.3%
群馬,8071,199003,4.1%
埼玉,47618,995632,4.8%
千葉,41658,713703,5.8%
東京,180074,2598858,6.9%
神奈川,69617,1072099,6.5%
新潟,3463,177258,2.0%
富山,2057,76215,2.7%
石川,4008,126060,3.2%
福井,1351,71234,1.9%
山梨,2144,62325,3.4%
長野,5057,212206,2.4%
岐阜,9484,277521,3.4%
静岡,9546,418670,2.3%
愛知,51429,854147,6.0%
三重,5321,148938,3.6%
滋賀,5607,157405,3.6%
京都,16762,290365,5.8%
大阪,104482,2230599,4.7%
兵庫,41162,519903,7.9%
奈良,8434,174026,4.8%
和歌山,2703,42435,6.4%
鳥取,494,85930,0.6%
島根,560,32023,1.7%
岡山,7609,168599,4.5%
広島,11560,561085,2.1%
山口,3171,124469,2.5%
徳島,1660,66353,2.5%
香川,2112,88141,2.4%
愛媛,2755,98707,2.8%
高知,1880,11759,16.0%
福岡,35841,852646,4.2%
佐賀,2570,58547,4.4%
長崎,3225,128350,2.5%
熊本,6495,82372,7.9%
大分,3504,173595,2.0%
宮崎,3107,44740,6.9%
鹿児島,3727,113372,3.3%
沖縄,21255,258148,8.2%
長崎船,149,0,-
合計,813004,16186021,5.0%
