都道府県名,陽性者数 検査人数,,%
北海道,1428,29114,4.9%
青森,32,1445,2.2%
岩手,4,1567,0.3%
宮城,160,5932,2.7%
秋田,18,1146,1.6%
山形,76,2911,2.6%
福島,89,9962,0.9%
茨城,294,7081,4.2%
栃木,195,13589,1.4%
群馬,191,8285,2.3%
埼玉,2387,66491,3.6%
千葉,1656,28022,5.9%
東京,12691,191114,6.6%
神奈川,2542,18126,14.0%
新潟,114,6530,1.7%
富山,243,5323,4.6%
石川,322,3283,9.8%
福井,139,4945,2.8%
山梨,94,7260,1.3%
長野,111,7279,1.5%
岐阜,344,10691,3.2%
静岡,269,13280,2.0%
愛知,1796,22910,7.8%
三重,101,4424,2.3%
滋賀,179,4452,4.0%
京都,758,17749,4.3%
大阪,4252,72661,5.9%
兵庫,1220,26627,4.6%
奈良,256,8733,2.9%
和歌山,163,6274,2.6%
鳥取,16,2940,0.5%
島根,29,2940,1.0%
岡山,86,3046,2.8%
広島,329,11610,2.8%
山口,58,3929,1.5%
徳島,26,1882,1.4%
香川,46,4779,1.0%
愛媛,92,3022,3.0%
高知,80,2269,3.5%
福岡,1756,24697,7.1%
佐賀,90,2491,3.6%
長崎,89,6830,1.3%
熊本,217,6008,3.6%
大分,68,6881,1.0%
宮崎,121,4431,2.7%
鹿児島,252,10790,2.3%
沖縄,453,8338,5.4%
長崎船,149,-,-
合計,36081,714089,5.1%
