都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1428,29114,82,3,1243,103
青 森,32,1445,1,0,30,1
岩手,4,1567,3,0,0,0
宮城,160,5932,16,0,143,1
秋  田,18,1146,2,0,16,0
山形,76,2911,1,0,75,1
福島,89,9962,5,0,84,0
茨城,294,7081,61,1,223,10
栃木,195,13589,47,0,142,0
群馬,191,8285,31,1,141,19
埼玉,2387,66491,494,2,1819,74
千葉,1656,28022,370,4,1237,49
東京,12691,191114,2744,16,9615,332
神奈川,2542,18126,337,10,2106,99
新潟,114,6530,24,0,89,0
富山,243,5323,11,0,210,22
石川,322,3283,19,3,276,27
福井,139,4945,14,0,117,8
山梨,94,7260,14,0,79,1
長野,111,7279,28,0,83,-
岐阜,344,10691,131,0,206,7
静岡,269,13280,140,1,128,1
愛知,1796,22910,1183,4,578,35
三重,101,4424,43,0,53,1
滋賀,179,4452,53,2,125,1
京都,758,17749,210,2,528,20
大阪,4252,72661,1339,20,2820,90
兵庫,1220,26627,263,4,912,45
奈良,256,8733,75,0,179,2
和歌山,163,6274,50,2,108,3
鳥取,16,2940,11,0,5,0
島根,29,2940,4,0,26,0
岡山,86,3046,34,-,50,-
広島,329,11610,96,0,226,3
山口,58,3929,17,0,41,0
徳島,26,1882,13,0,8,1
香川,46,4779,4,0,42,0
愛媛,92,3022,5,0,82,5
高知,80,2269,4,0,73,3
福岡,1756,24697,661,4,1062,33
佐賀,90,2491,42,0,58,0
長崎,89,6830,55,-,32,2
熊本,217,6008,162,1,52,3
大分,68,6881,8,0,59,1
宮崎,121,4431,120,0,21,0
鹿児島,252,10790,98,0,154,0
沖縄,453,8338,302,3,148,7
(その他),149,-,0,-,149,-
合計,36081,714089,9427,83,25653,1010
