都道府県名,陽性者数 検査人数,,%
北海道,23270,512060,4.5%
青森,1482,31293,4.7%
岩手,848,54585,1.6%
宮城,7898,115308,6.8%
秋田,414,9637,4.3%
山形,1441,44992,3.2%
福島,3198,180190,1.8%
茨城,7887,28924,27.3%
栃木,5227,195374,2.7%
群馬,5724,131991,4.3%
埼玉,36884,733863,5.0%
千葉,32503,533805,6.1%
東京,135173,1962066,6.9%
神奈川,52411,779963,6.7%
新潟,2177,102304,2.1%
富山,1254,48632,2.6%
石川,2367,69063,3.4%
福井,849,45455,1.9%
山梨,1113,35312,3.2%
長野,3735,141593,2.6%
岐阜,5635,181992,3.1%
静岡,6315,280654,2.3%
愛知,31732,530413,6.0%
三重,3526,91905,3.8%
滋賀,3521,100974,3.5%
京都,11427,203699,5.6%
大阪,75559,1347565,5.6%
兵庫,28762,361841,7.9%
奈良,5768,118912,4.9%
和歌山,2033,30171,6.7%
鳥取,356,59348,0.6%
島根,332,19437,1.7%
岡山,3601,95544,3.8%
広島,5669,237949,2.4%
山口,1718,77872,2.2%
徳島,1159,41222,2.8%
香川,1154,59782,1.9%
愛媛,2192,57611,3.8%
高知,989,7710,12.8%
福岡,21581,580261,3.7%
佐賀,1524,37237,4.1%
長崎,1947,88968,2.2%
熊本,3767,62103,6.1%
大分,1641,106440,1.5%
宮崎,2140,28570,7.5%
鹿児島,2024,79790,2.5%
沖縄,12135,185656,6.5%
長崎船,149,0,-
合計,564211,10830036,5.2%
