都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,23409,513838,1325,25,21170,843
青森,1489,31534,231,0,1236,22
岩手,851,54744,76,2,744,31
宮城,7914,116146,628,16,7220,60
秋田,417,9948,64,0,344,9
山形,1460,46448,195,5,1233,32
福島,3216,181078,332,11,2763,121
茨城,7922,29325,541,15,7248,133
栃木,5242,195757,199,4,4972,71
群馬,5754,133234,314,3,5337,103
埼玉,36993,737021,2033,30,34222,738
千葉,32593,536166,1208,17,30769,616
東京,135598,1975748,5862,55,127860,1876
神奈川,52571,788782,1806,35,49953,812
新潟,2192,103993,370,2,1804,18
富山,1263,49195,148,5,1086,29
石川,2382,69195,272,11,2039,69
福井,849,45505,176,3,649,33
山梨,1138,35312,79,1,1040,19
長野,3741,143675,353,5,3376,62
岐阜,5667,182367,380,5,5156,131
静岡,6327,284390,217,1,5989,121
愛知,31957,538780,2823,21,28515,619
三重,3558,91905,543,12,3032,77
滋賀,3553,101680,457,4,3035,61
京都,11881,207282,1384,16,10346,182
大阪,76483,1360338,17085,369,57321,1376
兵庫,29235,364605,4524,90,24052,659
奈良,5823,121657,1038,20,4714,71
和歌山,2049,30171,363,52,1630,24
鳥取,362,59994,64,0,285,2
島根,335,19437,38,0,297,0
岡山,3639,95544,396,11,2907,37
広島,5669,237949,259,4,5277,109
山口,1724,77872,232,1,1449,43
徳島,1188,41480,386,6,765,37
香川,1165,60207,140,4,1010,21
愛媛,2213,57959,374,11,1807,32
高知,996,7743,39,2,938,19
福岡,21915,582365,2138,19,19431,346
佐賀,1535,37388,210,5,1329,13
長崎,1967,89490,276,1,1662,40
熊本,3953,62491,354,6,3522,77
大分,1674,106688,310,1,1340,24
宮崎,2145,29454,102,1,2013,22
鹿児島,2037,80588,91,0,1933,28
沖縄,12179,187493,1171,9,10881,133
(その他),149,-,0,-,149,-
合計,568372,10913961,51606,916,505850,10001
