都道府県名,陽性者数 検査人数,,%
北海道,1277,22118,5.8%
⻘森,27,1015,2.7%
岩手,0,1009,0.0%
宮城,98,4018,2.4%
秋田,16,1001,1.6%
山形,71,2583,2.7%
福島,82,7275,1.1%
茨城,186,5531,3.4%
栃木,87,8065,1.1%
群馬,155,5299,2.9%
埼玉,1255,38502,3.3%
千葉,1019,19276,5.3%
東京,6867,94857,7.2%
神奈川,1596,13257,12.0%
新潟,85,5098,1.7%
富山,228,4090,5.6%
石川,300,2934,10.2%
福井,122,3528,3.5%
山梨,75,5966,1.3%
⻑野,77,3380,2.3%
岐阜,160,5425,2.9%
静岡,86,8040,1.1%
愛知,525,13413,3.9%
三重,46,2955,1.6%
滋賀,103,2527,4.1%
京都,401,11061,3.6%
大阪,1893,43319,4.4%
兵庫,712,15593,4.6%
奈良,96,3943,2.4%
和歌山,64,4070,1.6%
鳥取,4,1816,0.2%
島根,24,1260,1.9%
岡山,28,1988,1.4%
広島,169,7972,2.1%
山口,37,2485,1.5%
徳島,6,960,0.6%
香川,28,2822,1.0%
愛媛,82,2638,3.1%
高知,74,1998,3.7%
福岡,877,16998,5.2%
佐賀,47,1668,2.8%
⻑崎,18,3367,0.5%
熊本,49,4366,1.1%
大分,60,5080,1.2%
宮崎,18,1609,1.1%
鹿児島,107,3726,2.9%
沖縄,142,3047,4.7%
⻑崎船,149,-,-
合計,19628,422948,4.6%
