都道府県名,陽性者数 検査人数,,%
北海道,17445,319815,5.5%
青森,717,13197,5.4%
岩手,496,20046,2.5%
宮城,3397,48365,7.0%
秋田,261,6370,4.1%
山形,503,14118,3.6%
福島,1727,85030,2.0%
茨城,4818,23081,20.9%
栃木,3771,105819,3.6%
群馬,3867,74179,5.2%
埼玉,25191,450466,5.6%
千葉,22316,326936,6.8%
東京,99841,1309999,7.6%
神奈川,40764,491045,8.3%
新潟,910,36925,2.5%
富山,870,30685,2.8%
石川,1462,40540,3.6%
福井,514,26913,1.9%
山梨,898,14741,6.1%
長野,2288,80987,2.8%
岐阜,4216,104556,4.0%
静岡,4585,142180,3.2%
愛知,23901,309425,7.7%
三重,2188,46585,4.7%
滋賀,2123,55762,3.8%
京都,8200,127431,6.4%
大阪,43722,650540,6.7%
兵庫,16357,201882,8.1%
奈良,3034,67562,4.5%
和歌山,1063,21551,4.9%
鳥取,198,33712,0.6%
島根,268,12166,2.2%
岡山,2338,51686,4.5%
広島,4801,120841,4.0%
山口,1235,45815,2.7%
徳島,385,21821,1.8%
香川,645,37516,1.7%
愛媛,993,25562,3.9%
高知,847,6897,12.3%
福岡,16176,369295,4.4%
佐賀,951,23806,4.0%
長崎,1474,56979,2.6%
熊本,3339,51512,6.5%
大分,1158,63256,1.8%
宮崎,1808,22673,8.0%
鹿児島,1598,54720,2.9%
沖縄,7550,125312,6.0%
長崎船,149,0,-
合計,387358,6370300,6.1%
