都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,23270,512060,1256,24,21108,837
青森,1482,31293,258,0,1202,22
岩手,848,54585,78,2,739,31
宮城,7898,115308,681,16,7149,59
秋田,414,9637,69,0,336,9
山形,1441,44992,182,5,1227,32
福島,3198,180190,330,11,2747,121
茨城,7887,28924,558,13,7197,132
栃木,5227,195374,209,4,4948,70
群馬,5724,131991,312,3,5309,103
埼玉,36884,733863,2152,29,33994,738
千葉,32503,533805,1198,16,30689,616
東京,135173,1962066,6034,50,127263,1876
神奈川,52411,779963,1887,37,49712,812
新潟,2177,102304,405,2,1754,18
富山,1254,48632,153,5,1072,29
石川,2367,69063,277,11,2019,69
福井,849,45455,178,3,638,33
山梨,1113,35312,65,1,1029,19
長野,3735,141593,392,5,3328,62
岐阜,5635,181992,372,6,5133,130
静岡,6315,280654,284,3,5910,121
愛知,31732,530413,2773,20,28340,619
三重,3526,91905,534,14,3006,77
滋賀,3521,100974,457,4,3003,61
京都,11427,203699,1142,12,10142,181
大阪,75559,1347565,16692,362,56828,1361
兵庫,28762,361841,4511,89,23594,657
奈良,5768,118912,1103,20,4592,71
和歌山,2033,30171,385,55,1594,22
鳥取,356,59348,66,0,281,2
島根,332,19437,37,0,295,0
岡山,3601,95544,396,11,2907,37
広島,5669,237949,259,3,5277,109
山口,1718,77872,242,1,1433,43
徳島,1159,41222,378,7,746,35
香川,1154,59782,141,4,998,21
愛媛,2192,57611,392,11,1768,32
高知,989,7710,32,2,938,19
福岡,21581,580261,1875,16,19360,346
佐賀,1524,37237,218,5,1318,13
長崎,1947,88968,278,1,1640,40
熊本,3767,62103,203,5,3487,77
大分,1641,106440,282,1,1335,24
宮崎,2140,28570,99,0,2011,22
鹿児島,2024,79790,82,0,1928,28
沖縄,12135,185656,1260,9,10748,133
(その他),149,-,0,-,149,-
合計,564211,10830036,51167,898,502221,9969
