都道府県名,陽性者数 検査人数,,%
北海道,1197,19203,6.2%
青森,27,941,2.9%
岩手,0,848,0.0%
宮城,89,3486,2.6%
秋田,16,981,1.6%
山形,69,2505,2.8%
福島,82,6153,1.3%
茨城,170,5163,3.3%
栃木,66,6241,1.1%
群馬,151,4628,3.3%
埼玉,1042,30832,3.4%
千葉,926,17317,5.3%
東京,5812,68406,8.5%
神奈川,1433,12033,11.9%
新潟,84,4764,1.8%
富山,227,3816,5.9%
石川,300,2871,10.4%
福井,122,3212,3.8%
山梨,72,5317,1.4%
長野,77,3139,2.5%
岐阜,156,4767,3.3%
静岡,80,7051,1.1%
愛知,523,11940,4.4%
三重,46,2779,1.7%
滋賀,101,2239,4.5%
京都,365,9565,3.8%
大阪,1806,37550,4.8%
兵庫,702,13930,5.0%
奈良,92,3491,2.6%
和歌山,63,3901,1.6%
鳥取,3,1448,0.2%
島根,24,1212,2.0%
岡山,25,1865,1.3%
広島,168,7638,2.2%
山口,37,2088,1.8%
徳島,5,845,0.6%
香川,28,2513,1.1%
愛媛,82,2572,3.2%
高知,74,1929,3.8%
福岡,838,15565,5.4%
佐賀,47,1595,2.9%
長崎,17,3110,0.5%
熊本,48,4178,1.1%
大分,60,4614,1.3%
宮崎,17,1520,1.1%
鹿児島,11,2465,0.4%
沖縄,142,3000,4.7%
長崎船,149,-,-
合計,17671,357226,4.9%
