都道府県名,陽性者数 検査人数,,%
北海道,1386,26866,5.2%
青森,31,1317,2.4%
岩手,0,1290,0.0%
宮城,140,5557,2.5%
秋田,18,1054,1.7%
山形,75,2856,2.6%
福島,86,9081,0.9%
茨城,242,6442,3.8%
栃木,159,12070,1.3%
群馬,179,7371,2.4%
埼玉,2068,56624,3.7%
千葉,1475,26147,5.6%
東京,11214,156867,7.1%
神奈川,2239,16219,13.8%
新潟,92,5858,1.6%
富山,235,4874,4.8%
石川,313,3149,9.9%
福井,129,4583,2.8%
山梨,85,6805,1.2%
長野,92,5737,1.6%
岐阜,231,8749,2.6%
静岡,119,10472,1.1%
愛知,1010,16828,6.0%
三重,65,3633,1.8%
滋賀,153,3968,3.9%
京都,586,14909,3.9%
大阪,2915,60635,4.8%
兵庫,965,23180,4.2%
奈良,205,7978,2.6%
和歌山,122,5662,2.2%
鳥取,6,2286,0.3%
島根,28,2253,1.2%
岡山,61,2618,2.3%
広島,257,10572,2.4%
山口,49,3563,1.4%
徳島,12,1524,0.8%
香川,45,4243,1.1%
愛媛,85,2820,3.0%
高知,79,2184,3.6%
福岡,1342,21520,6.2%
佐賀,67,2140,3.1%
長崎,52,5764,0.9%
熊本,72,4607,1.6%
大分,60,6023,1.0%
宮崎,62,1868,3.3%
鹿児島,211,9513,2.2%
沖縄,186,6226,3.0%
長崎船,149,-,-
合計,29452,606505,4.9%
