都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41244,772249,1318,29,38599,1385
青森,2477,49888,34,0,2412,31
岩手,1667,83925,50,1,1571,46
宮城,9108,155771,59,5,8957,89
秋田,835,14558,70,1,745,20
山形,2020,64565,13,2,1960,47
福島,4851,276508,118,4,4572,161
茨城,10477,33152,265,6,10049,163
栃木,6959,284049,227,11,6651,81
群馬,8026,190917,57,7,7817,152
埼玉,46185,956801,1026,14,44329,830
千葉,39934,671879,1047,17,38183,704
東京,172427,2488038,4135,37,166069,2223
神奈川,66810,1022092,1697,41,64169,944
新潟,3397,168441,51,2,3299,47
富山,2037,72570,58,1,1941,38
石川,3928,121358,43,0,3768,115
福井,1251,66813,163,0,1054,34
山梨,2059,54750,222,0,1816,21
長野,5027,199773,77,2,4934,91
岐阜,9431,267471,143,4,9102,186
静岡,9237,396428,346,4,8741,150
愛知,50861,814830,1096,30,48810,955
三重,5246,142045,102,4,5172,110
滋賀,5541,149744,106,6,5345,90
京都,16553,280856,164,13,16134,241
大阪,103134,2122788,1413,170,98265,2647
兵庫,40850,503007,265,24,39303,1282
奈良,8281,166297,181,6,7971,129
和歌山,2673,41647,17,2,2549,49
鳥取,466,82415,2,0,455,2
島根,552,29812,3,1,548,1
岡山,7588,162012,72,8,7385,126
広島,11475,546309,174,13,11092,174
山口,3132,119622,61,1,2994,77
徳島,1655,64295,10,0,1582,63
香川,2093,85130,27,1,2041,30
愛媛,2752,95444,10,3,2667,75
高知,1797,11202,94,6,1679,24
福岡,35439,823415,509,15,34386,519
佐賀,2554,56306,16,0,2550,24
長崎,3163,123242,83,0,3011,69
熊本,6464,81830,85,7,6266,113
大分,3491,166572,34,1,3395,62
宮崎,3076,44111,20,0,3019,27
鹿児島,3662,110479,47,1,3606,38
沖縄,20607,248208,1207,64,19227,179
(その他),149,-,0,-,149,-
合計,792641,15483614,17017,564,760339,14664
