都道府県名,陽性者数 検査人数,,%
北海道,1275,21408,6.0%
⻘森,27,1002,2.7%
岩手,0,1005,0.0%
宮城,95,3925,2.4%
秋田,16,999,1.6%
山形,69,2562,2.7%
福島,82,7105,1.2%
茨城,182,5417,3.4%
栃木,84,7707,1.1%
群馬,154,5246,2.9%
埼玉,1191,37440,3.2%
千葉,987,18715,5.3%
東京,6523,89886,7.3%
神奈川,1545,12898,12.0%
新潟,84,5054,1.7%
富山,228,4009,5.7%
石川,300,2922,10.3%
福井,122,3481,3.5%
山梨,75,5815,1.3%
⻑野,77,3334,2.3%
岐阜,160,5348,3.0%
静岡,86,7829,1.1%
愛知,525,13199,4.0%
三重,46,2920,1.6%
滋賀,103,2471,4.2%
京都,386,10600,3.6%
大阪,1851,41726,4.4%
兵庫,709,15205,4.7%
奈良,92,3943,2.3%
和歌山,64,4042,1.6%
鳥取,4,1504,0.3%
島根,24,1254,1.9%
岡山,28,1964,1.4%
広島,169,7907,2.1%
山口,37,2425,1.5%
徳島,6,943,0.6%
香川,28,2776,1.0%
愛媛,82,2629,3.1%
高知,74,1985,3.7%
福岡,858,16777,5.1%
佐賀,47,1659,2.8%
⻑崎,17,3324,0.5%
熊本,49,4310,1.1%
大分,60,5018,1.2%
宮崎,17,1589,1.1%
鹿児島,21,2654,0.8%
沖縄,142,3037,4.7%
⻑崎船,149,-,-
合計,18950,408968,4.6%
