都道府県名,陽性者数 検査人数,,%
北海道,19890,411199,4.8%
青森,859,21570,4.0%
岩手,564,29736,1.9%
宮城,4055,74298,5.5%
秋田,269,7148,3.8%
山形,554,28975,1.9%
福島,2198,126153,1.7%
茨城,6184,25169,24.6%
栃木,4284,156383,2.7%
群馬,4693,100905,4.7%
埼玉,30904,591529,5.2%
千葉,27959,439290,6.4%
東京,115409,1628135,7.1%
神奈川,46392,634658,7.3%
新潟,1182,46600,2.5%
富山,912,38443,2.4%
石川,1886,55327,3.4%
福井,546,33343,1.6%
山梨,946,28326,3.3%
長野,2417,104247,2.3%
岐阜,4796,146732,3.3%
静岡,5395,217367,2.5%
愛知,26424,419863,6.3%
三重,2606,70180,3.7%
滋賀,2643,79200,3.3%
京都,9173,163509,5.6%
大阪,48306,889560,5.4%
兵庫,18437,269012,6.9%
奈良,3453,87064,4.0%
和歌山,1178,25062,4.7%
鳥取,210,43489,0.5%
島根,285,16686,1.7%
岡山,2579,72624,3.6%
広島,5061,169571,3.0%
山口,1390,62904,2.2%
徳島,464,28360,1.6%
香川,768,47358,1.6%
愛媛,1074,35162,3.1%
高知,909,7217,12.6%
福岡,18472,472107,3.9%
佐賀,1143,29938,3.8%
長崎,1613,71586,2.3%
熊本,3469,57402,6.0%
大分,1298,85454,1.5%
宮崎,1953,24803,7.9%
鹿児島,1763,69694,2.5%
沖縄,8496,152625,5.6%
長崎船,149,0,-
合計,445610,8395963,5.3%
