都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,19890,411199,700,3,18480,707
青森,859,21570,43,0,796,20
岩手,564,29736,9,0,525,30
宮城,4055,74298,350,6,3680,25
秋田,269,7148,1,0,262,6
山形,554,28975,15,0,524,15
福島,2198,126153,244,10,1859,95
茨城,6184,25169,298,4,5765,121
栃木,4284,156383,148,1,4068,68
群馬,4693,100905,128,3,4475,90
埼玉,30904,591529,1410,42,28830,664
千葉,27959,439290,1185,21,26266,508
東京,115409,1628135,2757,41,111072,1580
神奈川,46392,634658,963,25,44683,746
新潟,1182,46600,97,1,1069,16
富山,912,38443,11,1,873,28
石川,1886,55327,24,3,1799,62
福井,546,33343,2,0,519,25
山梨,946,28326,6,0,923,17
長野,2417,104247,49,0,2359,41
岐阜,4796,146732,68,8,4610,118
静岡,5395,217367,222,0,5071,102
愛知,26424,419863,534,18,25334,556
三重,2606,70180,92,4,2530,63
滋賀,2643,79200,148,7,2446,49
京都,9173,163509,183,1,8841,164
大阪,48306,889560,1000,60,45740,1154
兵庫,18437,269012,454,35,17417,566
奈良,3453,87064,78,4,3327,48
和歌山,1178,25062,11,1,1124,18
鳥取,210,43489,1,0,205,2
島根,285,16686,0,0,285,0
岡山,2579,72624,77,1,2441,34
広島,5061,169571,32,3,4926,103
山口,1390,62904,24,0,1324,42
徳島,464,28360,16,1,430,18
香川,768,47358,16,0,734,18
愛媛,1074,35162,16,1,1034,24
高知,909,7217,13,3,877,19
福岡,18472,472107,417,15,17742,313
佐賀,1143,29938,83,1,1070,10
長崎,1613,71586,3,0,1573,37
熊本,3469,57402,28,1,3373,73
大分,1298,85454,8,0,1268,22
宮崎,1953,24803,6,0,1918,22
鹿児島,1763,69694,9,1,1753,27
沖縄,8496,152625,300,1,8080,122
(その他),149,-,0,-,149,-
合計,445610,8395963,12279,327,424449,8588
