都道府県名,陽性者数 検査人数,,%
北海道,1744,42030,4.1%
青森,35,1982,1.8%
岩手,19,2900,0.7%
宮城,193,7621,2.5%
秋田,48,1749,2.7%
山形,77,3093,2.5%
福島,151,14121,1.1%
茨城,538,10496,5.1%
栃木,302,21581,1.4%
群馬,432,13687,3.2%
埼玉,3806,104060,3.7%
千葉,2961,53587,5.5%
東京,20322,312699,6.5%
神奈川,4742,110988,4.3%
新潟,141,12368,1.1%
富山,370,7417,5.0%
石川,613,7608,8.1%
福井,206,7153,2.9%
山梨,172,9415,1.8%
長野,219,13506,1.6%
岐阜,551,17727,3.1%
静岡,478,24082,2.0%
愛知,4362,50408,8.7%
三重,360,9496,3.8%
滋賀,436,8601,5.1%
京都,1401,29864,4.7%
大阪,8339,130220,6.4%
兵庫,2209,42734,5.2%
奈良,508,12972,3.9%
和歌山,228,8484,2.7%
鳥取,22,4530,0.5%
島根,137,4804,2.9%
岡山,145,5880,2.5%
広島,454,17447,2.6%
山口,151,6423,2.4%
徳島,127,5426,2.3%
香川,74,7772,1.0%
愛媛,114,3769,3.0%
高知,119,2897,4.1%
福岡,4346,39483,11.0%
佐賀,235,4917,4.8%
長崎,224,13819,1.6%
熊本,498,10890,4.6%
大分,144,11839,1.2%
宮崎,331,7943,4.2%
鹿児島,356,14952,2.4%
沖縄,2056,22624,9.1%
長崎船,149,0,-
合計,65645,1278064,5.1%
