都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1744,42030,129,2,1512,103
青 森,35,1982,2,0,32,1
岩手,19,2900,11,0,8,0
宮城,193,7621,4,0,187,2
秋  田,48,1749,6,0,42,0
山形,77,3093,1,1,76,1
福島,151,14121,49,1,102,0
茨城,538,10496,75,2,450,13
栃木,302,21581,24,3,273,1
群馬,432,13687,114,0,299,19
埼玉,3806,104060,573,13,3145,88
千葉,2961,53587,439,8,2461,61
東京,20322,312699,2553,30,17411,358
神奈川,4742,110988,593,24,4033,116
新潟,141,12368,12,0,129,0
富山,370,7417,72,2,285,23
石川,613,7608,139,2,441,33
福井,206,7153,51,0,147,8
山梨,172,9415,22,1,147,3
長野,219,13506,67,0,155,-
岐阜,551,17727,36,4,506,9
静岡,478,24082,63,1,414,1
愛知,4362,50408,789,16,3513,60
三重,360,9496,75,2,280,2
滋賀,436,8601,97,5,335,4
京都,1401,29864,225,1,1154,22
大阪,8339,130220,1445,58,6741,147
兵庫,2209,42734,205,15,1953,51
奈良,508,12972,71,3,432,5
和歌山,228,8484,11,0,210,4
鳥取,22,4530,1,0,21,0
島根,137,4804,4,0,133,0
岡山,145,5880,14,-,128,-
広島,454,17447,20,0,431,3
山口,151,6423,64,1,87,0
徳島,127,5426,70,2,47,4
香川,74,7772,5,0,68,1
愛媛,114,3769,7,0,101,6
高知,119,2897,15,1,101,3
福岡,4346,39483,855,14,3438,53
佐賀,235,4917,30,0,206,0
長崎,224,13819,23,1,180,3
熊本,498,10890,73,0,402,7
大分,144,11839,23,0,120,1
宮崎,331,7943,61,0,270,1
鹿児島,356,14952,50,1,290,11
沖縄,2056,22624,429,16,1605,26
(その他),149,-,0,-,149,-
合計,65645,1278064,9697,230,54650,1254
