都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1290,23261,59,5,1130,101
青 森,29,1065,2,0,26,1
岩手,0,1099,0,0,0,0
宮城,104,4544,9,0,94,1
秋  田,16,1012,0,0,16,0
山形,71,2639,3,0,68,1
福島,83,7798,1,0,82,0
茨城,199,5714,20,1,169,10
栃木,93,9229,11,0,82,0
群馬,155,5748,2,0,134,19
埼玉,1462,43157,308,4,1087,67
千葉,1119,20693,152,0,921,46
東京,7927,113458,1379,5,6223,325
神奈川,1743,14021,158,8,1488,97
新潟,87,5290,3,0,83,0
富山,230,4225,3,0,205,22
石川,300,2959,6,1,267,27
福井,123,3683,1,0,114,8
山梨,76,6139,1,0,74,1
長野,78,3485,2,0,76,-
岐阜,162,5825,7,2,148,7
静岡,94,8602,11,0,82,1
愛知,528,13977,8,0,483,34
三重,48,3075,0,0,45,1
滋賀,106,2737,5,1,100,1
京都,420,11599,40,0,362,18
大阪,1967,46112,104,3,1777,86
兵庫,731,16817,24,0,662,45
奈良,119,4383,27,0,90,2
和歌山,80,4515,16,0,61,3
鳥取,5,1950,2,0,3,0
島根,24,1285,0,0,24,0
岡山,28,2038,2,-,26,-
広島,178,8178,10,0,166,3
山口,37,2662,0,0,37,0
徳島,10,1183,4,0,4,1
香川,29,2975,1,0,28,0
愛媛,82,2663,0,0,77,5
高知,74,2025,0,0,71,3
福岡,917,17868,66,4,818,33
佐賀,47,1700,0,0,47,0
長崎,19,3878,2,0,16,1
熊本,49,4421,0,0,46,3
大分,60,5331,0,0,59,1
宮崎,18,1674,1,0,17,0
鹿児島,145,6949,134,0,11,0
沖縄,148,3097,3,0,139,7
(その他),149,-,0,-,149,-
合計,21459,466738,2587,34,17887,981
