都道府県名,陽性者数 検査人数,,%
北海道,13617,241691,5.6%
青森,496,9968,5.0%
岩手,389,14448,2.7%
宮城,2225,24865,8.9%
秋田,143,4565,3.1%
山形,391,10180,3.8%
福島,969,58370,1.7%
茨城,2508,18572,13.5%
栃木,1590,73334,2.2%
群馬,2381,52671,4.5%
埼玉,14732,321576,4.6%
千葉,11458,226829,5.1%
東京,61774,996675,6.2%
神奈川,22115,342311,6.5%
新潟,555,28256,2.0%
富山,563,21742,2.6%
石川,1097,30053,3.7%
福井,359,19436,1.8%
山梨,568,14525,3.9%
⾧野,1217,48235,2.5%
岐阜,2384,65843,3.6%
静岡,2758,88334,3.1%
愛知,16747,199918,8.4%
三重,1311,30675,4.3%
滋賀,1222,38009,3.2%
京都,4803,95241,5.0%
大阪,30519,471150,6.5%
兵庫,10132,141681,7.2%
奈良,2077,47698,4.4%
和歌山,640,16572,3.9%
鳥取,120,24205,0.5%
島根,213,9344,2.3%
岡山,1413,31723,4.5%
広島,3381,75233,4.5%
山口,592,26760,2.2%
徳島,199,15372,1.3%
香川,308,24430,1.3%
愛媛,477,13721,3.5%
高知,676,5977,11.3%
福岡,8774,263231,3.3%
佐賀,474,15041,3.2%
⾧崎,703,39921,1.8%
熊本,1903,36364,5.2%
大分,711,43414,1.6%
宮崎,759,12454,6.1%
鹿児島,1016,39751,2.6%
沖縄,5424,90273,6.0%
⾧崎船,149,0,-
合計,239032,4520637,5.3%
