都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1396,27210,91,4,1202,103
青 森,31,1393,1,0,29,1
岩手,0,1381,0,0,0,0
宮城,147,5617,8,0,138,1
秋  田,18,1089,1,0,16,0
山形,75,2869,1,0,74,1
福島,86,9312,3,0,83,0
茨城,254,6767,33,1,211,10
栃木,167,12568,47,0,112,0
群馬,182,7722,23,2,140,19
埼玉,2146,62409,457,4,1617,72
千葉,1522,26690,284,5,1190,48
東京,11611,170610,2525,21,8758,328
神奈川,2286,17322,309,10,1879,98
新潟,97,6120,8,0,88,0
富山,236,5077,5,0,209,22
石川,314,3196,15,2,272,27
福井,129,4674,4,0,117,8
山梨,88,7040,10,0,77,1
長野,98,6331,17,0,81,-
岐阜,265,9382,89,0,169,7
静岡,200,10472,102,0,97,1
愛知,1172,20356,608,2,523,35
三重,74,3831,20,0,52,1
滋賀,157,4081,48,2,108,1
京都,677,16612,191,1,466,20
大阪,3430,66171,924,13,2418,88
兵庫,1026,24011,170,4,811,45
奈良,215,7978,67,2,146,2
和歌山,134,5819,40,2,89,3
鳥取,7,2396,3,0,4,0
島根,29,2710,4,0,26,0
岡山,66,2708,33,-,33,-
広島,269,10937,58,0,208,3
山口,51,3736,12,0,39,0
徳島,16,1579,6,0,8,1
香川,45,4484,9,0,36,0
愛媛,89,2889,7,0,77,5
高知,80,2202,4,0,73,3
福岡,1481,22426,496,4,952,33
佐賀,69,2185,21,0,48,0
長崎,59,6089,35,-,22,2
熊本,114,4607,64,0,47,3
大分,62,6312,2,0,59,1
宮崎,85,2970,65,0,20,0
鹿児島,219,9768,81,0,138,0
沖縄,210,6665,62,2,145,7
(その他),149,-,0,-,149,-
合計,31333,648773,7063,81,23256,1000
