都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2410,66373,207,1,2096,107
青 森,41,2720,4,0,36,1
岩手,25,4715,2,0,23,0
宮城,499,11735,45,1,452,2
秋  田,59,2349,1,0,58,0
山形,81,5319,3,0,77,1
福島,324,23712,69,3,250,5
茨城,715,13091,39,4,658,18
栃木,452,33701,15,0,431,1
群馬,763,25758,37,4,707,19
埼玉,5177,160093,401,9,4674,102
千葉,4377,107131,317,12,3986,74
東京,28136,520982,1865,25,25846,425
神奈川,7679,174913,515,17,7011,153
新潟,179,16561,6,0,173,0
富山,422,13702,2,0,394,26
石川,786,14881,21,0,718,47
福井,249,10299,4,0,234,11
山梨,199,11097,3,1,190,6
長野,320,20539,4,0,315,3
岐阜,638,24608,10,1,618,10
静岡,568,38416,10,0,556,2
愛知,5581,86751,232,10,5258,91
三重,542,14421,23,0,512,7
滋賀,519,13160,15,0,496,8
京都,1892,47233,112,1,1753,27
大阪,11310,206198,447,21,10623,224
兵庫,2927,61917,130,13,2738,59
奈良,605,22780,27,1,569,9
和歌山,252,9838,10,1,235,4
鳥取,36,5541,1,0,35,0
島根,140,5962,0,0,140,0
岡山,168,8654,8,3,152,1
広島,642,24784,45,1,594,3
山口,209,10742,8,1,199,2
徳島,149,7122,0,0,140,9
香川,96,11948,3,0,91,2
愛媛,115,4204,1,0,108,6
高知,139,3554,1,0,134,4
福岡,5112,147207,70,7,4943,99
佐賀,249,6335,3,0,248,0
長崎,241,20360,3,0,233,3
熊本,720,18020,70,1,615,8
大分,158,18654,1,0,155,2
宮崎,344,8692,0,0,344,1
鹿児島,456,21051,24,0,432,12
沖縄,2787,45430,240,8,2500,51
(その他),149,-,0,-,149,-
合計,89637,2133253,5054,146,82899,1645
