都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,22283,490767,914,23,20522,797
青森,1299,29268,179,0,1100,20
岩手,776,52020,55,1,690,31
宮城,7552,109986,1007,23,6460,46
秋田,362,9023,53,0,300,9
山形,1323,41557,243,4,1054,26
福島,2948,169835,282,12,2548,118
茨城,7385,28311,401,8,6855,129
栃木,5057,188703,202,2,4785,70
群馬,5460,126060,290,7,5068,102
埼玉,35286,705114,1701,31,32857,728
千葉,31463,514336,1135,12,29728,600
東京,129540,1897539,4819,45,122875,1846
神奈川,50659,752210,1419,28,48440,800
新潟,1915,95014,316,3,1581,18
富山,1120,45854,126,2,965,29
石川,2164,65628,182,11,1914,66
福井,710,41364,83,2,596,31
山梨,1057,33554,53,1,985,19
長野,3413,132835,374,1,3004,50
岐阜,5333,174214,267,4,4937,129
静岡,6110,270275,253,3,5736,121
愛知,29757,508020,1877,11,27272,608
三重,3153,86936,290,12,2880,74
滋賀,3173,96434,310,3,2803,60
京都,10616,192691,754,9,9710,176
大阪,66752,1234249,12384,281,52515,1266
兵庫,24796,337080,3695,78,20479,622
奈良,4997,109994,810,18,4126,61
和歌山,1734,29905,292,39,1395,19
鳥取,334,56026,84,0,235,2
島根,297,18895,8,0,289,0
岡山,3153,84188,246,4,2742,35
広島,5373,199024,124,0,5133,107
山口,1540,74020,106,0,1418,43
徳島,865,36645,257,6,583,25
香川,1055,57248,131,2,908,19
愛媛,1907,50612,354,9,1526,27
高知,960,7581,17,1,924,19
福岡,19995,549351,812,11,18840,343
佐賀,1327,34624,79,0,1255,13
長崎,1749,84828,108,0,1602,39
熊本,3591,59318,67,3,3450,74
大分,1373,101094,42,1,1309,22
宮崎,2043,27504,70,0,1943,22
鹿児島,1946,77595,74,1,1869,28
沖縄,11397,178411,1255,11,10018,130
(その他),149,-,0,-,149,-
合計,527247,10265740,38600,723,478373,9619
