都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,34581,638209,7221,47,26412,1001
青森,2158,40642,300,5,1830,28
岩手,1343,69814,179,1,1121,43
宮城,8729,139944,309,9,8332,82
秋田,741,12871,100,0,629,12
山形,1882,55321,237,5,1607,38
福島,4446,226289,400,25,3913,133
茨城,9401,31981,540,8,8719,142
栃木,6081,236792,350,9,5656,75
群馬,7581,158529,604,18,6850,127
埼玉,42824,846908,2194,53,39853,777
千葉,36327,591781,1235,25,34426,666
東京,156785,2210765,5857,61,148911,2017
神奈川,59757,891644,2282,69,56606,869
新潟,3046,133647,423,6,2589,34
富山,1739,59309,294,6,1411,34
石川,3472,83487,516,13,2857,98
福井,1021,57477,50,0,937,34
山梨,1447,38972,115,1,1314,19
長野,4621,168365,386,7,4216,76
岐阜,8287,225801,1003,23,7134,150
静岡,7906,334739,739,8,7035,132
愛知,44093,647776,6486,92,36897,710
三重,4707,116606,494,17,4233,101
滋賀,4792,122280,483,9,4234,75
京都,15352,246203,1382,18,13837,200
大阪,97738,1730305,11792,337,82895,2128
兵庫,38757,441555,3412,96,34258,1096
奈良,7726,145913,626,23,6996,104
和歌山,2563,39091,155,42,2330,39
鳥取,453,70646,41,0,400,2
島根,498,24335,94,3,404,0
岡山,6930,108427,1386,30,5045,90
広島,9610,400161,1080,18,7157,117
山口,2736,98010,576,8,2103,57
徳島,1618,56063,115,3,1442,61
香川,1939,74014,262,4,1658,24
愛媛,2666,79801,106,4,2489,71
高知,1266,8973,127,3,1119,20
福岡,32722,718023,5353,76,26695,416
佐賀,2411,47356,255,6,2144,18
長崎,2822,108011,268,13,2493,61
熊本,5902,76017,930,26,4880,92
大分,3164,138870,571,6,2555,38
宮崎,2939,38919,285,7,2594,25
鹿児島,3131,96915,396,1,2712,28
沖縄,15081,209874,1959,59,12980,148
(その他),149,-,0,-,149,-
合計,715940,13097431,63968,1300,637057,12308
