都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,36950,666980,8298,56,27376,1066
青森,2315,43315,293,1,1992,30
岩手,1407,72307,130,2,1234,43
宮城,8823,143109,230,8,8494,83
秋田,755,13668,65,1,678,12
山形,1940,58114,208,5,1692,40
福島,4542,237394,298,15,4104,140
茨城,9640,32520,496,9,8999,145
栃木,6278,260293,378,9,5822,78
群馬,7764,165713,449,21,7179,136
埼玉,43433,871262,1786,44,40865,782
千葉,36867,607354,1060,20,35130,677
東京,159708,2264291,5429,70,152231,2048
神奈川,60886,918476,2093,77,57915,878
新潟,3159,141254,313,7,2810,36
富山,1839,62962,297,6,1507,35
石川,3691,89282,483,16,3106,101
福井,1035,58594,39,1,962,34
山梨,1522,41166,114,1,1390,19
長野,4747,176258,319,12,4413,83
岐阜,8628,235343,778,20,7692,158
静岡,8247,348307,740,6,7371,136
愛知,46057,691532,5792,103,39507,758
三重,4836,123611,347,13,4510,103
滋賀,4988,125872,446,13,4463,79
京都,15644,252467,1097,32,14416,208
大阪,99208,1794350,9212,377,86801,2260
兵庫,39386,452865,2492,97,35746,1157
奈良,7839,150366,373,19,7352,114
和歌山,2595,39674,102,32,2410,43
鳥取,463,72736,35,0,418,2
島根,529,26359,95,4,434,0
岡山,7244,133532,992,31,6022,102
広島,10327,400161,1091,30,8140,125
山口,2881,103923,491,7,2330,60
徳島,1628,57978,65,3,1502,61
香川,1983,76346,160,2,1804,24
愛媛,2699,84938,90,5,2537,72
高知,1398,9415,199,5,1179,20
福岡,33697,738981,4361,82,28709,440
佐賀,2478,49075,182,5,2297,19
長崎,2864,110651,175,6,2626,63
熊本,6143,77790,678,27,5368,97
大分,3309,143872,390,6,2874,45
宮崎,3019,40988,184,2,2800,25
鹿児島,3256,100112,313,3,2916,30
沖縄,16296,215732,2364,72,13790,148
(その他),149,-,0,-,149,-
合計,735092,13581288,56022,1383,664062,12815
