都道府県名,陽性者数 検査人数,,%
北海道,21780,472184,4.6%
青森,1163,27562,4.2%
岩手,752,49938,1.5%
宮城,7164,103695,6.9%
秋田,331,8015,4.1%
山形,1197,38846,3.1%
福島,2806,163022,1.7%
茨城,7113,27489,25.9%
栃木,4927,180717,2.7%
群馬,5261,119057,4.4%
埼玉,34332,682059,5.0%
千葉,30746,496289,6.2%
東京,125978,1839754,6.8%
神奈川,49548,728454,6.8%
新潟,1728,90518,1.9%
富山,1042,43755,2.4%
石川,2048,63304,3.2%
福井,657,39079,1.7%
山梨,1012,32134,3.1%
長野,3200,125398,2.6%
岐阜,5136,167763,3.1%
静岡,5960,259667,2.3%
愛知,28681,486888,5.9%
三重,2993,82920,3.6%
滋賀,2965,93581,3.2%
京都,10020,185255,5.4%
大阪,60092,1151166,5.2%
兵庫,22511,319635,7.0%
奈良,4527,103792,4.4%
和歌山,1521,28397,5.4%
鳥取,291,51998,0.6%
島根,291,18477,1.6%
岡山,2953,84188,3.5%
広島,5274,189788,2.8%
山口,1461,71202,2.1%
徳島,693,34409,2.0%
香川,985,55035,1.8%
愛媛,1712,45967,3.7%
高知,946,7543,12.5%
福岡,19435,531644,3.7%
佐賀,1265,33693,3.8%
長崎,1660,81412,2.0%
熊本,3531,58749,6.0%
大分,1344,97421,1.4%
宮崎,1971,24949,7.9%
鹿児島,1918,75797,2.5%
沖縄,10704,171706,6.2%
長崎船,149,0,-
合計,503774,9844311,5.1%
