都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,21780,472184,961,22,20115,777
青森,1163,27562,173,0,970,20
岩手,752,49938,110,2,612,30
宮城,7164,103695,1137,11,5942,42
秋田,331,8015,45,2,280,6
山形,1197,38846,247,4,932,18
福島,2806,163022,299,12,2389,118
茨城,7113,27489,336,5,6649,128
栃木,4927,180717,246,3,4611,70
群馬,5261,119057,219,6,4941,101
埼玉,34332,682059,1576,34,32041,715
千葉,30746,496289,1004,15,29156,586
東京,125978,1839754,4162,39,120013,1803
神奈川,49548,728454,1186,23,47564,798
新潟,1728,90518,303,2,1407,18
富山,1042,43755,108,1,905,29
石川,2048,63304,126,3,1854,66
福井,657,39079,82,1,548,27
山梨,1012,32134,44,1,949,19
長野,3200,125398,327,0,2841,43
岐阜,5136,167763,181,3,4826,129
静岡,5960,259667,227,2,5612,121
愛知,28681,486888,1388,7,26691,602
三重,2993,82920,239,6,2767,73
滋賀,2965,93581,175,3,2731,59
京都,10020,185255,579,3,9292,173
大阪,60092,1151166,8346,203,50024,1215
兵庫,22511,319635,2546,83,19359,606
奈良,4527,103792,690,12,3781,56
和歌山,1521,28397,226,24,1251,18
鳥取,291,51998,72,0,207,2
島根,291,18477,5,0,286,0
岡山,2953,84188,166,3,2603,35
広島,5274,189788,104,1,5057,106
山口,1461,71202,38,0,1380,43
徳島,693,34409,164,3,507,22
香川,985,55035,140,0,829,19
愛媛,1712,45967,369,7,1319,24
高知,946,7543,24,1,903,19
福岡,19435,531644,487,7,18614,334
佐賀,1265,33693,66,0,1204,13
長崎,1660,81412,24,0,1597,39
熊本,3531,58749,30,2,3427,74
大分,1344,97421,37,1,1285,22
宮崎,1971,24949,16,0,1930,22
鹿児島,1918,75797,78,0,1835,28
沖縄,10704,171706,1219,6,9362,129
(その他),149,-,0,-,149,-
合計,503774,9844311,30327,563,463547,9397
