都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1849,48361,74,2,1670,105
青 森,35,2189,2,0,32,1
岩手,23,3554,4,0,19,0
宮城,267,8569,56,0,209,2
秋  田,50,1850,1,0,49,0
山形,78,3138,2,1,76,1
福島,191,16451,52,2,139,0
茨城,593,11520,49,3,530,14
栃木,323,25197,21,1,300,1
群馬,502,16368,73,0,410,19
埼玉,4202,122293,317,9,3788,97
千葉,3309,63768,289,8,2954,66
東京,22444,372223,2253,23,19812,379
神奈川,5741,127408,627,27,4988,126
新潟,147,13684,7,1,140,0
富山,407,10487,24,0,360,25
石川,722,10201,104,0,577,41
福井,244,9099,50,4,184,8
山梨,178,9927,10,1,163,5
長野,295,16893,29,0,271,1
岐阜,569,19425,17,2,542,10
静岡,503,29325,29,2,473,1
愛知,4751,60763,421,17,4256,74
三重,445,10957,77,2,364,4
滋賀,467,10321,39,1,421,7
京都,1600,35400,131,3,1444,25
大阪,9324,153772,783,40,8361,172
兵庫,2400,48403,123,9,2223,54
奈良,542,18123,29,2,505,8
和歌山,235,8858,3,0,225,4
鳥取,22,4606,0,0,22,0
島根,137,5145,0,0,137,0
岡山,146,7511,1,-,145,-
広島,464,18590,12,0,449,3
山口,193,7640,42,1,150,1
徳島,146,6513,47,3,88,6
香川,86,9006,11,0,73,2
愛媛,114,3909,1,0,107,6
高知,134,3255,7,1,124,3
福岡,4869,43555,601,16,4194,74
佐賀,243,5421,6,0,237,0
長崎,234,16081,13,0,217,3
熊本,557,12621,35,0,506,8
大分,158,14122,16,0,140,2
宮崎,339,8267,11,0,328,1
鹿児島,372,17011,25,1,335,11
沖縄,2259,31139,237,9,1985,41
(その他),149,-,0,-,149,-
合計,73058,1502919,6761,191,64871,1411
