都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,20421,427128,724,7,18969,733
青森,896,23163,55,0,821,20
岩手,588,41434,26,0,532,30
宮城,4744,80380,768,2,3949,27
秋田,277,7368,9,0,262,6
山形,667,31251,113,0,538,16
福島,2327,135317,266,13,1957,104
茨城,6418,25709,317,2,5977,124
栃木,4431,164663,155,0,4206,70
群馬,4831,106766,166,3,4559,94
埼玉,31724,614834,1252,36,29781,691
千葉,28736,455592,1078,19,27116,542
東京,117704,1688589,2817,47,113244,1643
神奈川,47141,663002,966,17,45410,765
新潟,1295,76206,134,1,1145,16
富山,921,40107,14,2,879,28
石川,1894,57661,16,2,1813,63
福井,553,34143,7,0,521,25
山梨,956,29599,7,0,931,18
長野,2542,109665,114,1,2416,41
岐阜,4833,151013,59,4,4652,122
静岡,5499,231464,161,0,5224,114
愛知,26715,441143,480,10,25665,570
三重,2643,73145,68,3,2587,67
滋賀,2699,82793,100,4,2548,51
京都,9269,171236,117,2,8988,166
大阪,49237,951849,1265,61,46406,1167
兵庫,18905,280491,669,47,17663,573
奈良,3516,91182,86,5,3380,50
和歌山,1204,25509,29,3,1133,18
鳥取,210,45162,0,0,205,2
島根,285,17152,0,0,285,0
岡山,2627,75671,76,6,2479,35
広島,5086,173745,41,3,4940,103
山口,1397,64978,18,0,1336,43
徳島,471,29325,14,2,436,18
香川,779,48705,20,0,741,18
愛媛,1087,36377,20,1,1043,24
高知,912,7339,10,3,883,19
福岡,18750,488259,426,10,17999,325
佐賀,1163,30831,46,2,1127,11
長崎,1616,73682,3,0,1576,38
熊本,3491,57599,23,0,3396,74
大分,1301,88364,10,0,1269,22
宮崎,1953,24807,0,0,1924,22
鹿児島,1775,70870,14,0,1760,28
沖縄,8768,158584,372,2,8279,123
(その他),149,-,0,-,149,-
合計,455406,8803852,13131,320,433099,8859
