都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,22174,487612,877,22,20466,794
青森,1273,29134,166,0,1087,20
岩手,774,51627,67,1,676,31
宮城,7487,108929,1005,22,6403,45
秋田,356,9023,49,0,298,9
山形,1307,41495,247,3,1036,24
福島,2927,168846,288,12,2521,118
茨城,7322,28311,381,8,6812,129
栃木,5027,187259,200,3,4757,70
群馬,5424,126060,274,6,5048,102
埼玉,35079,701727,1624,31,32729,726
千葉,31307,513169,1036,12,29671,600
東京,128781,1890182,4526,43,122419,1836
神奈川,50412,752210,1364,25,48248,800
新潟,1882,94664,302,2,1562,18
富山,1100,45854,119,2,952,29
石川,2148,65350,176,9,1904,66
福井,703,41086,81,2,593,29
山梨,1057,33554,53,1,985,19
長野,3351,131957,349,1,2970,49
岐阜,5295,173048,242,4,4924,129
静岡,6090,270275,254,4,5715,121
愛知,29533,508020,1783,10,27142,608
三重,3125,86936,284,11,2858,74
滋賀,3135,96218,283,4,2793,59
京都,10616,192691,754,9,9710,176
大阪,65591,1216797,11672,274,52092,1254
兵庫,24286,334096,3472,80,20196,618
奈良,4907,109994,763,15,4083,61
和歌山,1699,29721,272,37,1381,19
鳥取,326,55521,84,0,231,2
島根,296,18895,9,0,287,0
岡山,3100,84188,246,4,2742,35
広島,5350,199024,115,0,5120,107
山口,1503,74020,70,0,1390,43
徳島,821,36414,211,6,568,25
香川,1039,56861,126,2,897,19
愛媛,1864,49381,327,8,1510,27
高知,953,7559,10,1,924,19
福岡,19857,546370,721,10,18793,343
佐賀,1309,34491,64,0,1250,13
長崎,1725,84223,85,0,1601,39
熊本,3591,59318,67,3,3450,74
大分,1367,100515,41,1,1304,22
宮崎,2043,27504,71,0,1943,22
鹿児島,1946,77595,74,1,1869,28
沖縄,11240,177513,1209,13,9907,130
(その他),149,-,0,-,149,-
合計,522647,10215237,36493,702,475966,9581
