都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,15694,278511,1631,10,13444,534
青森,635,11939,98,1,529,8
岩手,457,16895,67,1,365,25
宮城,2890,43195,545,8,2326,19
秋田,196,5211,38,0,157,1
山形,442,11649,47,2,382,13
福島,1410,69748,366,6,1012,32
茨城,3723,20711,891,9,2790,42
栃木,3108,88377,1365,19,1743,18
群馬,3236,63526,628,11,2548,60
埼玉,19770,377375,5747,74,13765,258
千葉,16890,262900,5599,43,11126,165
東京,83878,1161971,19879,136,63279,720
神奈川,32392,412964,6449,106,25594,349
新潟,761,32456,177,1,584,5
富山,783,26823,167,3,590,26
石川,1310,35624,199,10,1084,53
福井,443,22772,71,4,359,12
山梨,816,14741,155,4,650,11
長野,1937,63438,493,3,1429,21
岐阜,3455,86422,711,18,2690,54
静岡,3777,117236,952,6,2763,62
愛知,20729,257837,3522,57,16891,316
三重,1757,35367,359,6,1375,23
滋賀,1728,46319,380,15,1330,18
京都,6463,111064,1429,19,5013,78
大阪,37631,550329,6521,185,30372,738
兵庫,13255,168734,1904,73,11048,303
奈良,2564,58339,398,12,2135,31
和歌山,852,18831,116,9,715,10
鳥取,175,29320,48,2,122,2
島根,234,10183,15,0,219,0
岡山,2037,35839,479,17,1434,16
広島,4304,99692,568,15,3579,67
山口,816,35818,187,2,620,5
徳島,287,17793,71,0,207,9
香川,521,31904,196,2,320,5
愛媛,800,18865,248,3,538,14
高知,765,6289,53,5,700,12
福岡,12349,308566,3234,28,8979,136
佐賀,751,18583,237,3,524,3
長崎,1157,48697,283,6,692,13
熊本,2888,43346,285,17,1982,37
大分,916,53846,154,6,752,10
宮崎,1475,18888,470,6,990,11
鹿児島,1301,48116,244,3,1057,14
沖縄,6311,99456,645,6,5585,86
(その他),149,-,0,-,149,-
合計,320218,5396505,68321,972,246537,4445
