都道府県名,陽性者数 検査人数,,%
北海道,15694,278511,5.6%
青森,635,11939,5.3%
岩手,457,16895,2.7%
宮城,2890,43195,6.7%
秋田,196,5211,3.8%
山形,442,11649,3.8%
福島,1410,69748,2.0%
茨城,3723,20711,18.0%
栃木,3108,88377,3.5%
群馬,3236,63526,5.1%
埼玉,19770,377375,5.2%
千葉,16890,262900,6.4%
東京,83878,1161971,7.2%
神奈川,32392,412964,7.8%
新潟,761,32456,2.3%
富山,783,26823,2.9%
石川,1310,35624,3.7%
福井,443,22772,1.9%
山梨,816,14741,5.5%
長野,1937,63438,3.1%
岐阜,3455,86422,4.0%
静岡,3777,117236,3.2%
愛知,20729,257837,8.0%
三重,1757,35367,5.0%
滋賀,1728,46319,3.7%
京都,6463,111064,5.8%
大阪,37631,550329,6.8%
兵庫,13255,168734,7.9%
奈良,2564,58339,4.4%
和歌山,852,18831,4.5%
鳥取,175,29320,0.6%
島根,234,10183,2.3%
岡山,2037,35839,5.7%
広島,4304,99692,4.3%
山口,816,35818,2.3%
徳島,287,17793,1.6%
香川,521,31904,1.6%
愛媛,800,18865,4.2%
高知,765,6289,12.2%
福岡,12349,308566,4.0%
佐賀,751,18583,4.0%
長崎,1157,48697,2.4%
熊本,2888,43346,6.7%
大分,916,53846,1.7%
宮崎,1475,18888,7.8%
鹿児島,1301,48116,2.7%
沖縄,6311,99456,6.3%
長崎船,149,0,-
合計,320218,5396505,5.9%
