都道府県名,陽性者数 検査人数,,%
北海道,35957,653300,5.5%
青森,2263,42453,5.3%
岩手,1380,71727,1.9%
宮城,8777,141557,6.2%
秋田,753,13597,5.5%
山形,1921,57615,3.3%
福島,4509,231983,1.9%
茨城,9543,32306,29.5%
栃木,6183,238913,2.6%
群馬,7702,164093,4.7%
埼玉,43198,860224,5.0%
千葉,36629,595723,6.1%
東京,158410,2244510,7.1%
神奈川,60399,909675,6.6%
新潟,3119,138752,2.2%
富山,1798,61609,2.9%
石川,3632,86061,4.2%
福井,1034,58287,1.8%
山梨,1490,41166,3.6%
長野,4699,174171,2.7%
岐阜,8495,232248,3.7%
静岡,8108,343167,2.4%
愛知,45220,678364,6.7%
三重,4776,116606,4.1%
滋賀,4898,124626,3.9%
京都,15511,249459,6.2%
大阪,98610,1758861,5.6%
兵庫,39084,447718,8.7%
奈良,7795,147637,5.3%
和歌山,2586,39523,6.5%
鳥取,462,72005,0.6%
島根,520,24335,2.1%
岡山,7111,108427,6.6%
広島,9871,400161,2.5%
山口,2831,103923,2.7%
徳島,1625,57201,2.8%
香川,1970,75382,2.6%
愛媛,2688,80707,3.3%
高知,1337,9209,14.5%
福岡,33327,729744,4.6%
佐賀,2450,48275,5.1%
長崎,2842,109663,2.6%
熊本,6033,76850,7.9%
大分,3269,141915,2.3%
宮崎,3002,40541,7.4%
鹿児島,3203,98980,3.2%
沖縄,15743,212932,7.4%
長崎船,149,0,-
合計,726912,13346181,5.4%
