都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,35957,653300,7589,60,27004,1038
青森,2263,42453,313,4,1921,29
岩手,1380,71727,152,2,1185,43
宮城,8777,141557,253,9,8429,82
秋田,753,13597,91,1,650,12
山形,1921,57615,223,6,1659,39
福島,4509,231983,330,16,4041,138
茨城,9543,32306,478,10,8921,144
栃木,6183,238913,351,8,5757,75
群馬,7702,164093,534,20,7035,133
埼玉,43198,860224,1901,49,40519,778
千葉,36629,595723,1116,23,34840,673
東京,158410,2244510,5500,70,150879,2031
神奈川,60399,909675,2071,75,57457,871
新潟,3119,138752,339,7,2744,36
富山,1798,61609,292,6,1471,35
石川,3632,86061,518,16,3012,101
福井,1034,58287,49,1,951,34
山梨,1490,41166,109,1,1363,19
長野,4699,174171,353,9,4332,76
岐阜,8495,232248,846,22,7495,154
静岡,8108,343167,761,5,7212,135
愛知,45220,678364,6066,90,38424,730
三重,4776,116606,388,13,4403,103
滋賀,4898,124626,420,10,4399,79
京都,15511,249459,1322,32,14062,203
大阪,98610,1758861,10551,385,84904,2217
兵庫,39084,447718,2871,91,35094,1136
奈良,7795,147637,465,22,7220,110
和歌山,2586,39523,132,33,2374,41
鳥取,462,72005,39,0,413,2
島根,520,24335,96,4,424,0
岡山,7111,108427,1386,30,5045,97
広島,9871,400161,1118,24,7708,119
山口,2831,103923,523,7,2248,60
徳島,1625,57201,78,2,1486,61
香川,1970,75382,197,5,1754,24
愛媛,2688,80707,95,4,2521,72
高知,1337,9209,165,4,1152,20
福岡,33327,729744,4774,83,27915,429
佐賀,2450,48275,207,6,2238,18
長崎,2842,109663,209,6,2570,63
熊本,6033,76850,761,25,5178,94
大分,3269,141915,509,6,2720,40
宮崎,3002,40541,228,3,2739,25
鹿児島,3203,98980,347,2,2830,30
沖縄,15743,212932,2094,64,13507,148
(その他),149,-,0,-,149,-
合計,726912,13346181,59210,1371,652354,12597
