都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,12197,212225,1825,35,9930,386
青森,390,8660,39,2,345,6
岩手,335,12971,113,3,204,18
宮城,1753,23759,360,4,1381,12
秋田,95,3878,4,0,90,1
山形,302,9487,108,2,192,2
福島,732,49610,170,5,552,10
茨城,2133,18137,255,11,1844,34
栃木,1022,66091,267,10,755,3
群馬,1933,46260,396,6,1471,30
埼玉,11675,281001,2090,40,9408,177
千葉,9055,204487,1228,17,7721,106
東京,51446,901556,6078,66,44802,566
神奈川,16852,311376,1880,51,14735,237
新潟,440,25739,68,0,372,3
富山,492,19756,26,1,440,26
石川,960,26887,80,0,835,50
福井,337,17490,13,2,313,11
山梨,467,14278,35,1,422,10
⾧野,1046,40462,140,6,861,10
岐阜,1731,56477,348,6,1360,23
静岡,2354,74303,601,11,1725,28
愛知,13967,170726,2228,36,11581,158
三重,1144,26913,177,4,946,15
滋賀,924,33175,77,1,836,11
京都,3559,79776,609,8,2922,43
大阪,27037,412580,3696,158,22846,479
兵庫,8100,122507,855,44,7115,130
奈良,1654,41712,244,9,1390,20
和歌山,578,15724,32,6,528,7
鳥取,69,21076,7,1,61,0
島根,181,8556,18,1,163,0
岡山,1082,27231,204,3,642,12
広島,2203,56843,295,10,1157,13
山口,464,24734,56,5,402,2
徳島,191,14274,3,0,178,9
香川,208,20585,24,0,181,3
愛媛,375,10863,45,3,319,11
高知,501,5271,173,1,323,5
福岡,7366,239470,1042,13,6210,114
佐賀,409,13371,42,1,369,3
⾧崎,352,33005,79,2,277,3
熊本,1414,29926,172,4,1128,13
大分,574,37251,100,5,469,5
宮崎,666,11569,84,2,582,4
鹿児島,875,33826,136,1,739,13
沖縄,4968,83657,294,6,4602,77
(その他),149,-,0,-,149,-
合計,196757,3999511,26816,603,165873,2899
