都道府県名,陽性者数 検査人数,,%
北海道,12197,212225,5.7%
青森,390,8660,4.5%
岩手,335,12971,2.6%
宮城,1753,23759,7.4%
秋田,95,3878,2.4%
山形,302,9487,3.2%
福島,732,49610,1.5%
茨城,2133,18137,11.8%
栃木,1022,66091,1.5%
群馬,1933,46260,4.2%
埼玉,11675,281001,4.2%
千葉,9055,204487,4.4%
東京,51446,901556,5.7%
神奈川,16852,311376,5.4%
新潟,440,25739,1.7%
富山,492,19756,2.5%
石川,960,26887,3.6%
福井,337,17490,1.9%
山梨,467,14278,3.3%
⾧野,1046,40462,2.6%
岐阜,1731,56477,3.1%
静岡,2354,74303,3.2%
愛知,13967,170726,8.2%
三重,1144,26913,4.3%
滋賀,924,33175,2.8%
京都,3559,79776,4.5%
大阪,27037,412580,6.6%
兵庫,8100,122507,6.6%
奈良,1654,41712,4.0%
和歌山,578,15724,3.7%
鳥取,69,21076,0.3%
島根,181,8556,2.1%
岡山,1082,27231,4.0%
広島,2203,56843,3.9%
山口,464,24734,1.9%
徳島,191,14274,1.3%
香川,208,20585,1.0%
愛媛,375,10863,3.5%
高知,501,5271,9.5%
福岡,7366,239470,3.1%
佐賀,409,13371,3.1%
⾧崎,352,33005,1.1%
熊本,1414,29926,4.7%
大分,574,37251,1.5%
宮崎,666,11569,5.8%
鹿児島,875,33826,2.6%
沖縄,4968,83657,5.9%
⾧崎船,149,0,-
合計,196757,3999511,4.9%
