都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,22565,496381,1031,23,20714,809
青森,1336,30076,168,0,1148,20
岩手,786,52575,43,1,712,31
宮城,7656,112508,793,19,6787,51
秋田,390,9251,57,1,321,9
山形,1361,43660,210,5,1122,29
福島,3034,172745,281,13,2634,119
茨城,7517,28542,426,10,6961,130
栃木,5103,190315,178,3,4855,70
群馬,5526,128404,275,7,5149,102
埼玉,35777,715550,1787,32,33257,733
千葉,31820,516585,1163,10,30049,608
東京,131199,1920583,4980,50,124367,1852
神奈川,51178,765859,1569,29,48808,801
新潟,1985,98076,302,3,1665,18
富山,1165,47386,138,2,998,29
石川,2215,66475,196,12,1949,68
福井,753,42650,111,1,611,31
山梨,1078,35312,57,1,1002,19
長野,3545,137284,382,3,3140,53
岐阜,5413,176424,283,4,5001,129
静岡,6183,276938,238,2,5824,121
愛知,30318,519113,2145,12,27560,613
三重,3226,86936,318,16,2920,75
滋賀,3277,97880,361,3,2855,61
京都,11033,198192,986,10,9900,179
大阪,69841,1266690,13898,317,54022,1281
兵庫,26032,345533,3996,81,21410,626
奈良,5245,114932,875,22,4307,63
和歌山,1862,30171,353,48,1461,20
鳥取,343,57886,90,0,246,2
島根,298,18895,6,0,292,0
岡山,3282,89012,246,4,2742,35
広島,5467,204294,169,1,5173,107
山口,1593,74020,144,0,1406,43
徳島,964,38873,315,7,621,28
香川,1084,57847,129,3,940,20
愛媛,1998,52679,344,7,1626,28
高知,970,7610,25,1,926,19
福岡,20359,556925,1012,13,19003,344
佐賀,1390,35492,120,0,1278,13
長崎,1792,86258,140,1,1612,40
熊本,3700,60343,152,3,3472,76
大分,1385,102483,41,1,1322,22
宮崎,2053,27921,52,0,1986,22
鹿児島,1983,78865,71,0,1899,28
沖縄,11652,181529,1251,10,10277,130
(その他),149,-,0,-,149,-
合計,538881,10453958,41907,791,486479,9707
