都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,19023,377430,645,3,17747,675
青森,816,17347,27,1,769,20
岩手,553,24786,17,0,506,30
宮城,3585,67528,82,3,3478,25
秋田,269,7032,3,0,260,6
山形,542,17479,15,0,512,15
福島,1919,110131,102,10,1747,70
茨城,5710,24868,352,8,5252,106
栃木,4078,124210,142,5,3870,66
群馬,4459,91472,159,4,4216,84
埼玉,29132,545020,1519,39,27066,547
千葉,26112,402857,1768,23,23900,444
東京,111010,1524375,3344,70,106311,1355
神奈川,44607,587587,1061,24,42871,675
新潟,1070,43685,89,1,966,15
富山,905,36107,19,2,859,27
石川,1841,50551,161,7,1649,62
福井,544,31739,9,0,510,25
山梨,939,25903,10,1,914,16
長野,2363,97594,16,0,2338,41
岐阜,4711,132933,154,7,4448,109
静岡,5100,187116,226,0,4781,93
愛知,25737,389359,698,31,24524,515
三重,2509,63656,139,8,2395,53
滋賀,2444,72561,134,7,2265,45
京都,9046,154708,329,2,8578,154
大阪,47000,777922,1088,92,44384,1112
兵庫,17898,245283,495,42,16879,524
奈良,3353,81493,95,5,3213,45
和歌山,1161,24414,10,3,1109,18
鳥取,210,40441,1,0,202,2
島根,284,15625,6,0,278,0
岡山,2478,66389,53,2,2389,32
広島,5019,151415,45,5,4860,102
山口,1377,58758,59,0,1280,38
徳島,450,26160,32,2,402,16
香川,750,44326,29,1,703,18
愛媛,1061,32480,41,1,997,23
高知,884,7091,1,1,866,17
福岡,17955,438701,774,20,16898,283
佐賀,1052,27821,58,0,1006,8
長崎,1609,66997,36,1,1537,36
熊本,3439,56710,44,5,3324,72
大分,1289,79034,38,0,1230,21
宮崎,1951,24715,27,1,1896,21
鹿児島,1758,67228,39,2,1719,26
沖縄,8159,144617,272,1,7774,118
(その他),149,-,0,-,149,-
合計,428310,7685654,14463,440,405827,7805
