都道府県名,陽性者数 検査人数,,%
北海道,19023,377430,5.0%
青森,816,17347,4.7%
岩手,553,24786,2.2%
宮城,3585,67528,5.3%
秋田,269,7032,3.8%
山形,542,17479,3.1%
福島,1919,110131,1.7%
茨城,5710,24868,23.0%
栃木,4078,124210,3.3%
群馬,4459,91472,4.9%
埼玉,29132,545020,5.3%
千葉,26112,402857,6.5%
東京,111010,1524375,7.3%
神奈川,44607,587587,7.6%
新潟,1070,43685,2.4%
富山,905,36107,2.5%
石川,1841,50551,3.6%
福井,544,31739,1.7%
山梨,939,25903,3.6%
長野,2363,97594,2.4%
岐阜,4711,132933,3.5%
静岡,5100,187116,2.7%
愛知,25737,389359,6.6%
三重,2509,63656,3.9%
滋賀,2444,72561,3.4%
京都,9046,154708,5.8%
大阪,47000,777922,6.0%
兵庫,17898,245283,7.3%
奈良,3353,81493,4.1%
和歌山,1161,24414,4.8%
鳥取,210,40441,0.5%
島根,284,15625,1.8%
岡山,2478,66389,3.7%
広島,5019,151415,3.3%
山口,1377,58758,2.3%
徳島,450,26160,1.7%
香川,750,44326,1.7%
愛媛,1061,32480,3.3%
高知,884,7091,12.5%
福岡,17955,438701,4.1%
佐賀,1052,27821,3.8%
長崎,1609,66997,2.4%
熊本,3439,56710,6.1%
大分,1289,79034,1.6%
宮崎,1951,24715,7.9%
鹿児島,1758,67228,2.6%
沖縄,8159,144617,5.6%
長崎船,149,0,-
合計,428310,7685654,5.6%
