都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,16440,294359,1599,15,14365,561
青森,668,12370,76,4,583,9
岩手,485,18647,59,1,401,25
宮城,3169,45417,528,9,2619,22
秋田,235,6089,62,1,172,1
山形,456,12970,32,1,411,13
福島,1548,76224,294,11,1219,35
茨城,4187,21908,843,11,3296,48
栃木,3487,96058,1033,21,2454,33
群馬,3545,69533,536,13,2945,64
埼玉,22735,413312,5236,91,17201,298
千葉,19507,299683,6119,49,13185,203
東京,91834,1232076,18709,158,72355,770
神奈川,36953,455639,5254,113,31314,385
新潟,831,34519,150,1,681,7
富山,832,28649,96,3,709,27
石川,1403,37980,225,7,1169,56
福井,471,24855,75,4,382,13
山梨,874,14741,109,4,753,12
長野,2129,69826,337,3,1778,26
岐阜,3863,94663,627,15,3174,62
静岡,4146,128855,806,11,3271,69
愛知,22181,281822,3366,55,18466,349
三重,1936,42391,362,4,1547,27
滋賀,1906,50438,374,11,1507,25
京都,7393,118410,1511,21,5850,93
大阪,40508,596455,6177,170,33519,812
兵庫,14703,182530,2051,62,12321,331
奈良,2797,63299,398,14,2367,32
和歌山,965,20003,149,15,791,12
鳥取,186,31666,37,1,144,2
島根,242,11764,14,0,228,0
岡山,2203,47392,387,21,1750,17
広島,4533,107047,439,13,3945,78
山口,1026,40022,319,2,701,6
徳島,350,19453,108,0,231,11
香川,580,34210,183,1,386,11
愛媛,909,22287,209,3,683,17
高知,815,6666,64,4,738,13
福岡,14385,338817,3735,27,10492,158
佐賀,876,21260,237,2,652,4
長崎,1359,52286,385,2,981,18
熊本,3076,48014,273,16,2243,45
大分,1014,57712,169,3,831,14
宮崎,1696,20872,350,8,1339,15
鹿児島,1497,51830,225,2,1272,15
沖縄,6862,115456,825,6,5952,90
(その他),149,-,0,-,149,-
合計,353945,5870475,65152,1009,283522,4934
