都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41529,790155,637,18,39515,1411
青森,2526,51742,61,0,2434,31
岩手,1737,87392,80,1,1610,47
宮城,9206,159332,100,4,9006,90
秋田,915,16024,59,1,836,20
山形,2028,66941,12,1,1969,47
福島,4985,285843,149,4,4675,161
茨城,10680,33651,231,5,10283,166
栃木,7159,306938,217,8,6860,82
群馬,8054,197085,37,3,7863,154
埼玉,47157,984623,1202,21,45123,832
千葉,41139,705517,1172,17,39255,712
東京,177436,2566832,4935,63,170260,2241
神奈川,68690,1059024,1738,32,65999,953
新潟,3434,175273,51,0,3331,52
富山,2049,75011,19,1,1992,38
石川,3972,124317,51,1,3802,115
福井,1335,70715,117,1,1183,35
山梨,2125,58651,51,0,2053,21
長野,5045,210497,41,0,4988,93
岐阜,9472,274570,59,3,9226,187
静岡,9436,413085,246,6,9038,152
愛知,51245,844270,615,16,49656,974
三重,5286,145510,62,3,5251,112
滋賀,5580,155275,58,4,5432,90
京都,16685,287125,138,4,16281,246
大阪,104064,2194241,1247,150,99334,2685
兵庫,41043,515120,257,17,39478,1308
奈良,8392,172470,145,7,8115,132
和歌山,2693,42211,17,3,2569,49
鳥取,493,84934,27,0,457,2
島根,554,31436,1,0,551,2
岡山,7599,165308,25,4,7439,126
広島,11538,557416,94,10,11253,176
山口,3162,122050,46,1,3036,80
徳島,1658,65792,4,0,1591,63
香川,2104,87060,18,2,2060,31
愛媛,2755,97172,4,3,2676,75
高知,1859,11664,65,5,1767,27
福岡,35697,844175,332,12,34800,523
佐賀,2567,57893,16,0,2563,24
長崎,3217,127033,67,0,3082,69
熊本,6492,82343,42,2,6331,119
大分,3495,171409,15,0,3416,64
宮崎,3102,44655,29,0,3036,27
鹿児島,3706,112366,52,1,3647,39
沖縄,21107,255494,782,46,20135,196
(その他),149,-,0,-,149,-
合計,806351,15987640,15423,480,775406,14879
