都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1769,43478,133,2,1533,103
青 森,35,1982,2,0,32,1
岩手,19,2900,11,0,8,0
宮城,203,7721,12,0,189,2
秋  田,49,1749,6,0,43,0
山形,78,3100,2,1,76,1
福島,158,14522,52,1,106,0
茨城,544,10496,66,2,465,13
栃木,303,22112,24,3,277,1
群馬,437,14090,90,0,328,19
埼玉,3904,104313,600,13,3215,89
千葉,3033,54796,432,10,2539,62
東京,20717,316316,2687,34,17670,360
神奈川,4912,110988,593,24,4201,118
新潟,142,12621,10,0,132,0
富山,385,7417,75,2,294,24
石川,624,7933,137,2,454,33
福井,211,7658,61,2,149,8
山梨,172,9415,22,1,147,3
長野,249,13898,87,0,155,-
岐阜,555,17900,31,4,514,10
静岡,478,24082,63,1,414,1
愛知,4457,52636,749,18,3644,64
三重,365,9576,58,2,301,2
滋賀,444,8885,91,5,348,5
京都,1401,29864,225,1,1154,22
大阪,8491,133113,1310,61,7027,148
兵庫,2255,43874,185,15,2017,53
奈良,515,12972,61,3,449,5
和歌山,230,8592,11,0,212,4
鳥取,22,4535,0,0,22,0
島根,137,4851,4,0,133,0
岡山,145,5880,14,-,128,-
広島,457,17447,16,0,438,3
山口,164,6713,80,1,84,0
徳島,128,5778,70,2,51,4
香川,77,7898,7,0,69,1
愛媛,114,3769,7,0,101,6
高知,125,3036,19,1,103,3
福岡,4488,40258,870,12,3558,60
佐賀,237,5035,27,0,211,0
長崎,230,14346,27,1,180,3
熊本,511,11236,70,0,420,7
大分,145,12102,17,0,127,1
宮崎,335,7943,37,0,298,1
鹿児島,361,15116,52,1,296,11
沖縄,2117,25614,446,11,1648,27
(その他),149,-,0,-,149,-
合計,67077,1300556,9649,236,56109,1278
