都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,31307,604507,5481,42,24565,952
青森,2009,39061,280,3,1702,27
岩手,1257,66174,201,3,1015,41
宮城,8608,132042,344,9,8165,79
秋田,711,12636,137,0,563,11
山形,1751,54330,190,5,1524,37
福島,4288,213960,533,23,3624,131
茨城,9125,31622,578,15,8409,138
栃木,5910,230942,345,3,5491,74
群馬,7304,155741,661,17,6524,119
埼玉,41876,827576,2544,53,38566,766
千葉,35703,582980,1365,21,33681,657
東京,153390,2170457,6545,81,144876,1969
神奈川,58318,875722,2396,61,55064,858
新潟,2892,128831,395,5,2463,34
富山,1548,57305,177,6,1339,32
石川,3292,79187,599,11,2594,97
福井,995,55951,57,0,904,34
山梨,1409,38972,125,1,1267,19
長野,4401,164815,330,6,4057,76
岐阜,7803,216746,1139,20,6519,145
静岡,7564,327690,803,9,6630,131
愛知,41083,628237,5766,72,34636,681
三重,4531,109813,605,11,3948,97
滋賀,4586,115996,540,7,3972,74
京都,14779,237993,1628,28,13025,196
大阪,95666,1661807,15136,370,77575,2014
兵庫,37668,428195,4125,95,32648,1024
奈良,7522,142577,759,23,6663,100
和歌山,2503,37657,180,40,2250,35
鳥取,440,68998,50,1,378,2
島根,457,22393,64,2,393,0
岡山,6374,108427,1308,26,4071,73
広島,8593,321772,832,18,6484,113
山口,2506,92132,534,8,1919,53
徳島,1590,51158,170,3,1362,58
香川,1833,70647,356,4,1458,24
愛媛,2638,74516,174,5,2397,67
高知,1173,8730,62,2,1091,20
福岡,30868,690462,5941,77,24187,396
佐賀,2279,45578,340,8,1895,16
長崎,2773,104764,465,15,2255,54
熊本,5485,72961,912,21,4484,89
大分,2960,133170,717,7,2208,35
宮崎,2867,37990,374,5,2459,25
鹿児島,2946,93644,432,3,2477,28
沖縄,14086,205055,1533,48,12413,146
(その他),149,-,0,-,149,-
合計,689816,12631919,68228,1293,606339,11847
