都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,21227,457671,784,21,19667,754
青森,1080,25712,164,0,896,20
岩手,704,46891,113,0,561,30
宮城,6458,93278,1517,9,4909,32
秋田,301,7580,23,0,272,6
山形,1033,36006,303,1,713,17
福島,2604,154693,269,11,2218,117
茨城,6876,26579,320,1,6429,127
栃木,4756,176544,255,2,4431,70
群馬,5111,114876,223,4,4789,99
埼玉,33407,658475,1462,37,31242,703
千葉,30053,485350,1129,19,28349,575
東京,122702,1783496,3667,47,117259,1776
神奈川,48608,702970,987,27,46834,787
新潟,1556,84673,236,2,1302,18
富山,951,42146,31,0,890,29
石川,1952,61334,59,1,1827,64
福井,616,36556,62,0,529,25
山梨,981,32134,23,0,939,19
長野,2934,117807,285,1,2620,41
岐阜,5008,161957,145,4,4736,127
静岡,5821,250200,250,1,5412,118
愛知,27707,469439,887,10,26232,588
三重,2843,79034,202,1,2654,71
滋賀,2847,88147,152,4,2639,56
京都,9573,179251,288,1,9125,170
大阪,54689,1087693,4985,135,48062,1194
兵庫,20636,304215,1616,75,18425,595
奈良,3952,98084,415,5,3482,55
和歌山,1350,27327,140,7,1167,18
鳥取,277,49625,65,0,205,2
島根,288,18022,4,0,284,0
岡山,2755,81422,82,3,2575,36
広島,5198,181159,97,1,4986,106
山口,1438,68811,38,0,1357,43
徳島,586,33268,114,2,453,19
香川,901,52775,125,0,760,19
愛媛,1486,41691,383,1,1079,24
高知,923,7455,15,2,889,19
福岡,19119,516505,373,5,18413,333
佐賀,1219,32540,59,0,1166,13
長崎,1645,78632,26,0,1580,39
熊本,3517,58352,27,2,3416,74
大分,1322,93868,21,1,1279,22
宮崎,1966,24863,20,0,1924,22
鹿児島,1855,74384,64,0,1783,28
沖縄,9891,167146,842,2,8927,128
(その他),149,-,0,-,149,-
合計,482871,9470636,23347,445,449835,9228
