都道府県名,陽性者数 検査人数,,%
北海道,5683,110887,5.1%
青森,280,6221,4.5%
,77,6659,1.2%
宮城,995,16563,6.0%
秋田,74,2878,2.6%
山形,98,7046,1.4%
福島,441,35697,1.2%
茨城,1032,15108,6.8%
栃木,523,48723,1.1%
群馬,964,33217,2.9%
埼玉,6996,209032,3.3%
千葉,5937,147396,4.0%
東京,35229,679943,5.2%
神奈川,10349,226157,4.6%
新潟,259,20160,1.3%
富山,429,15581,2.8%
石川,830,19897,4.2%
福井,278,12567,2.2%
山梨,288,12697,2.3%
⾧野,495,26580,1.9%
岐阜,836,30009,2.8%
静岡,909,49650,1.8%
,7764,118189,6.6%
三重,628,17127,3.7%
滋賀,683,14966,4.6%
京都,2307,57951,4.0%
大阪,15763,276172,5.7%
,4014,78781,5.1%
奈良,868,28401,3.1%
和歌山,338,11510,2.9%
鳥取,52,6151,0.8%
島根,142,6354,2.2%
岡山,406,14762,2.8%
広島,707,30626,2.3%
山口,279,12510,2.2%
徳島,173,7669,2.3%
香川,121,15287,0.8%
愛媛,138,4759,2.9%
高知,144,3690,3.9%
,5398,182317,3.0%
佐賀,280,8235,3.4%
⾧崎,251,24833,1.0%
熊本,930,22303,4.2%
大分,179,23484,0.8%
宮崎,375,8836,4.2%
鹿児島,558,25010,2.2%
沖縄,3792,64776,5.9%
⾧崎船,149,0,-
合計,119441,2797367,4.3%
