都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,5683,110887,1916,20,3638,129
青 森,280,6221,31,2,243,6
岩手,77,6659,48,0,29,0
宮城,995,16563,172,4,815,8
秋  田,74,2878,8,1,66,0
山形,98,7046,13,0,84,1
福島,441,35697,36,5,399,6
茨城,1032,15108,193,3,821,18
栃木,523,48723,30,4,493,2
群馬,964,33217,44,2,897,20
埼玉,6996,209032,820,15,6054,122
千葉,5937,147396,619,8,5234,84
東京,35229,679943,2751,42,32002,476
神奈川,10349,226157,1027,35,9140,182
新潟,259,20160,72,1,187,0
富山,429,15581,4,0,399,26
石川,830,19897,10,0,771,49
福井,278,12567,19,0,248,11
山梨,288,12697,55,2,227,6
⾧野,495,26580,131,0,363,6
岐阜,836,30009,97,0,726,13
静岡,909,49650,174,2,731,4
愛知,7764,118189,1109,16,6555,100
三重,628,17127,42,4,579,7
滋賀,683,14966,81,0,593,9
京都,2307,57951,161,3,2112,34
大阪,15763,276172,1936,69,13543,265
兵庫,4014,78781,408,17,3533,73
奈良,868,28401,139,3,718,11
和歌山,338,11510,44,3,284,4
鳥取,52,6151,11,0,41,0
島根,142,6354,1,0,141,0
岡山,406,14762,80,1,258,10
広島,707,30626,33,1,667,5
山口,279,12510,58,2,217,2
徳島,173,7669,8,2,158,9
香川,121,15287,17,0,102,2
愛媛,138,4759,21,0,111,6
高知,144,3690,0,0,140,4
福岡,5398,182317,97,4,5196,105
佐賀,280,8235,12,0,269,1
⾧崎,251,24833,5,0,243,3
熊本,930,22303,65,3,829,10
大分,179,23484,18,0,158,3
宮崎,375,8836,3,0,372,1
鹿児島,558,25010,45,0,512,13
沖縄,3792,64776,314,2,3417,66
(その他),149,-,0,-,149,-
合計,119441,2797367,12978,276,104464,1912
