都道府県名,陽性者数 検査人数,,%
北海道,934,8319,11.2%
青森,27,749,3.6%
岩手,0,410,0.0%
宮城,88,2183,4.0%
秋田,16,861,1.9%
山形,69,2432,2.8%
福島,81,2343,3.5%
茨城,168,3826,4.4%
栃木,54,2287,2.4%
群馬,147,3038,4.8%
埼玉,962,11661,8.2%
千葉,879,12290,7.2%
東京,4846,13124,36.9%
神奈川,1158,1610,12.1%
新潟,82,3345,2.5%
富山,216,2709,8.0%
石川,277,2207,12.6%
福井,122,2026,6.0%
山梨,56,2806,2.0%
長野,74,2054,3.6%
岐阜,150,3404,4.4%
静岡,73,3075,2.4%
愛知,491,8027,6.1%
三重,45,2132,2.1%
滋賀,97,1444,6.7%
京都,347,5267,6.6%
大阪,1732,20263,8.5%
兵庫,688,8850,7.8%
奈良,90,2035,4.4%
和歌山,62,3339,1.9%
鳥取,3,1154,0.3%
島根,24,896,2.7%
岡山,24,1344,1.8%
広島,165,5746,2.9%
山口,37,1521,2.4%
徳島,5,582,0.9%
香川,28,1820,1.5%
愛媛,48,1238,3.9%
高知,74,1527,4.8%
福岡,653,10429,6.3%
佐賀,45,1219,3.7%
長崎,17,2320,0.7%
熊本,48,3415,1.4%
大分,60,3466,1.7%
宮崎,17,1213,1.4%
鹿児島,11,1446,0.8%
沖縄,142,2403,5.9%
その他,149,623,23.9%
合計,15581,180478,8.1%
