都道府県名,陽性者数 検査人数,,%
北海道,1552,33821,4.6%
青森,32,1549,2.1%
岩手,7,1907,0.4%
宮城,182,6782,2.7%
秋田,35,1201,2.9%
山形,76,2978,2.6%
福島,98,11053,0.9%
茨城,403,8181,4.9%
栃木,249,16745,1.5%
群馬,234,9293,2.5%
埼玉,2920,79080,3.7%
千葉,2205,32778,6.7%
東京,16064,221676,7.2%
神奈川,3305,42717,7.7%
新潟,128,7466,1.7%
富山,286,5841,4.9%
石川,376,3578,10.5%
福井,154,5588,2.8%
山梨,124,7778,1.6%
⾧野,132,9479,1.4%
岐阜,472,13573,3.5%
静岡,345,16211,2.1%
愛知,2675,29908,8.9%
三重,238,6002,4.0%
滋賀,298,5907,5.0%
京都,923,20966,4.4%
大阪,5892,92007,6.4%
兵庫,1636,32165,5.1%
奈良,336,15767,2.1%
和歌山,182,6999,2.6%
鳥取,21,4096,0.5%
島根,123,3225,3.8%
岡山,113,3533,3.2%
広島,410,14241,2.9%
山口,78,4528,1.7%
徳島,60,2919,2.1%
香川,60,5553,1.1%
愛媛,107,3257,3.3%
高知,83,2395,3.5%
福岡,3012,31278,9.6%
佐賀,157,3464,4.5%
⾧崎,167,9447,1.8%
熊本,357,8234,4.3%
大分,92,7959,1.2%
宮崎,234,5940,3.9%
鹿児島,277,12288,2.3%
沖縄,1179,15757,7.5%
⾧崎船,149,0,-
合計,48238,887110,5.4%
