都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,4221,94853,1094,11,3012,115
青 森,274,6004,59,2,210,5
岩手,30,5725,5,0,26,0
宮城,872,15374,189,5,677,6
秋  田,68,2667,7,1,60,0
山形,89,6831,7,0,81,1
福島,418,33183,38,3,374,6
茨城,834,14373,64,1,752,18
栃木,503,46544,19,4,484,1
群馬,932,30881,38,2,874,20
埼玉,6363,199115,606,8,5644,113
千葉,5434,137000,411,6,4940,83
東京,33060,641107,2135,33,30460,465
神奈川,9474,214729,712,20,8584,178
新潟,200,18628,18,0,182,0
富山,425,15366,2,0,397,26
石川,824,18907,17,0,758,49
福井,266,11730,10,0,245,11
山梨,243,12161,27,1,210,6
長野,387,24812,44,0,342,6
岐阜,755,28212,78,0,665,12
静岡,772,46257,111,1,659,2
愛知,6869,109029,756,15,6015,98
三重,599,16342,40,2,552,7
滋賀,625,14966,73,0,543,9
京都,2174,55334,129,1,2015,30
大阪,14120,257164,1278,58,12567,256
兵庫,3538,73509,269,16,3200,69
奈良,754,26411,103,0,640,11
和歌山,291,10767,16,2,266,4
鳥取,51,6013,14,0,37,0
島根,141,6281,0,0,141,0
岡山,341,11198,118,2,185,6
広島,678,29061,23,1,650,5
山口,231,11960,18,1,211,2
徳島,170,7603,6,0,155,9
香川,107,14353,5,0,100,2
愛媛,117,4468,1,0,110,6
高知,144,3680,0,0,140,4
福岡,5307,173880,99,4,5104,104
佐賀,274,7808,18,0,257,1
長崎,249,23873,4,0,241,3
熊本,860,21086,51,1,788,9
大分,161,22162,2,0,156,3
宮崎,373,8828,3,1,370,1
鹿児島,537,24022,67,0,467,13
沖縄,3561,61958,264,2,3237,65
(その他),149,-,0,-,149,-
合計,108865,2626215,9048,204,97932,1840
