都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,9457,160918,2172,26,7061,224
青森,321,7043,42,2,273,6
岩手,213,9972,68,3,141,4
宮城,1251,19428,134,5,1107,10
秋田,90,3689,7,0,82,1
山形,152,7773,29,1,122,1
福島,515,41257,54,5,453,8
茨城,1777,17334,426,17,1328,23
栃木,719,56302,148,9,571,2
群馬,1341,38912,255,4,1064,22
埼玉,8992,243953,1470,29,7370,152
千葉,7314,171116,808,14,6416,90
東京,42793,792109,4240,53,38044,509
神奈川,13314,265968,1227,65,11880,207
新潟,350,23018,80,0,270,0
富山,461,17786,18,0,417,26
石川,864,23036,23,0,791,50
福井,321,15547,21,1,289,11
山梨,381,13645,61,0,311,9
長野,774,33056,94,1,653,6
岐阜,1195,42775,232,2,949,14
静岡,1827,61478,570,10,1243,14
愛知,10723,143080,1802,27,8798,123
三重,927,22079,189,4,729,9
滋賀,808,28886,70,1,727,11
京都,2736,68469,217,7,2480,39
大阪,21798,343630,4457,139,16976,346
兵庫,6040,101093,748,36,5202,90
奈良,1264,35104,243,6,1008,13
和歌山,485,13881,74,6,394,6
鳥取,61,17971,8,0,52,0
島根,152,7158,7,1,145,0
岡山,634,20802,140,5,468,11
広島,943,35884,162,6,772,6
山口,406,19028,59,3,341,2
徳島,184,7871,6,1,168,9
香川,155,17876,28,1,125,2
愛媛,339,8264,126,5,206,6
高知,196,3919,43,0,146,4
福岡,5977,208176,368,10,5500,109
佐賀,333,10295,41,0,293,2
長崎,273,27929,16,0,257,3
熊本,1063,24757,71,7,954,13
大分,360,29579,127,1,230,3
宮崎,534,10314,91,1,443,1
鹿児島,637,28192,35,1,602,13
沖縄,4494,75018,432,5,3995,72
(その他),149,-,0,-,149,-
合計,156093,3375370,21739,520,131995,2282
