都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,15943,282589,1720,10,13695,540
青森,644,12007,94,2,542,8
岩手,471,17000,67,1,379,25
宮城,2967,44081,594,7,2353,20
秋田,216,5776,51,0,164,1
山形,443,11708,34,3,396,13
福島,1469,71316,355,7,1081,33
茨城,3875,21272,919,12,2911,45
栃木,3246,89126,1376,21,1870,19
群馬,3327,64692,596,11,2634,60
埼玉,21113,385031,6477,79,14361,275
千葉,17681,270107,6139,41,11368,174
東京,86674,1181020,20777,143,65169,728
神奈川,34142,412964,6441,111,27345,356
新潟,767,33115,155,1,612,5
富山,802,27248,148,3,627,27
石川,1337,35927,184,8,1120,54
福井,456,23124,69,4,373,13
山梨,847,14741,156,5,680,11
長野,2014,65212,460,3,1536,21
岐阜,3553,87355,640,19,2858,55
静岡,3912,121391,916,5,2931,65
愛知,21269,267095,3546,58,17400,323
三重,1800,35367,347,7,1430,23
滋賀,1771,47875,397,16,1355,19
京都,6463,111064,1429,18,5013,78
大阪,38526,550329,6472,187,31302,752
兵庫,13809,172297,2048,75,11454,307
奈良,2649,59609,416,14,2202,31
和歌山,885,19270,126,11,737,11
鳥取,177,29861,45,2,126,2
島根,235,10827,16,0,219,0
岡山,2102,35898,479,17,1434,16
広島,4396,107047,527,14,3708,70
山口,921,35818,273,2,740,5
徳島,297,17920,76,0,211,10
香川,538,32266,193,2,340,5
愛媛,827,19124,240,3,573,14
高知,779,6404,52,4,714,13
福岡,13420,319027,3811,29,9470,139
佐賀,793,19242,231,2,573,4
長崎,1246,49331,270,6,843,16
熊本,2939,46061,281,18,2034,38
大分,933,53982,142,5,780,11
宮崎,1570,19717,433,7,1130,11
鹿児島,1371,48894,222,1,1125,15
沖縄,6467,102189,689,7,5697,86
(その他),149,-,0,-,149,-
合計,332231,5493316,71129,1001,255764,4547
