都道府県名,陽性者数 検査人数,,%
北海道,15943,282589,5.6%
青森,644,12007,5.4%
岩手,471,17000,2.8%
宮城,2967,44081,6.7%
秋田,216,5776,3.7%
山形,443,11708,3.8%
福島,1469,71316,2.1%
茨城,3875,21272,18.2%
栃木,3246,89126,3.6%
群馬,3327,64692,5.1%
埼玉,21113,385031,5.5%
千葉,17681,270107,6.5%
東京,86674,1181020,7.3%
神奈川,34142,412964,8.3%
新潟,767,33115,2.3%
富山,802,27248,2.9%
石川,1337,35927,3.7%
福井,456,23124,2.0%
山梨,847,14741,5.7%
長野,2014,65212,3.1%
岐阜,3553,87355,4.1%
静岡,3912,121391,3.2%
愛知,21269,267095,8.0%
三重,1800,35367,5.1%
滋賀,1771,47875,3.7%
京都,6463,111064,5.8%
大阪,38526,550329,7.0%
兵庫,13809,172297,8.0%
奈良,2649,59609,4.4%
和歌山,885,19270,4.6%
鳥取,177,29861,0.6%
島根,235,10827,2.2%
岡山,2102,35898,5.9%
広島,4396,107047,4.1%
山口,921,35818,2.6%
徳島,297,17920,1.7%
香川,538,32266,1.7%
愛媛,827,19124,4.3%
高知,779,6404,12.2%
福岡,13420,319027,4.2%
佐賀,793,19242,4.1%
長崎,1246,49331,2.5%
熊本,2939,46061,6.4%
大分,933,53982,1.7%
宮崎,1570,19717,8.0%
鹿児島,1371,48894,2.8%
沖縄,6467,102189,6.3%
長崎船,149,0,-
合計,332231,5493316,6.0%
