都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,13540,240878,1680,19,11418,456
青森,492,9936,93,2,391,8
岩手,389,14448,63,3,302,24
宮城,2198,24825,450,3,1732,16
秋田,143,4565,40,0,102,1
山形,390,10179,80,6,303,7
福島,956,58133,240,5,695,21
茨城,2488,18572,303,7,2147,38
栃木,1534,72782,495,10,1039,6
群馬,2339,52671,330,10,1964,45
埼玉,14519,320485,3138,59,11171,210
千葉,11222,226083,2246,17,8855,121
東京,60960,996675,9468,88,50861,631
神奈川,21733,342311,3464,73,17993,276
新潟,545,28181,109,0,436,3
富山,560,21742,53,2,481,26
石川,1084,29937,121,7,920,51
福井,355,19409,17,0,325,12
山梨,568,14525,75,3,482,11
長野,1206,48235,164,4,1039,15
岐阜,2348,65635,574,13,1739,35
静岡,2713,88334,477,7,2195,41
愛知,16554,199918,2543,39,13797,214
三重,1297,30675,160,6,1119,18
滋賀,1199,37603,238,4,949,12
京都,4803,95241,962,14,3829,53
大阪,30261,469277,3671,165,26002,588
兵庫,10004,140507,1232,47,8561,211
奈良,2041,47698,371,12,1646,24
和歌山,629,16542,42,4,569,7
鳥取,119,24185,51,1,66,0
島根,209,9344,28,2,181,0
岡山,1390,31723,384,8,762,13
広島,3318,75233,609,18,2132,35
山口,589,26760,118,3,464,3
徳島,199,15356,7,0,183,9
香川,306,24380,91,0,212,3
愛媛,471,13700,91,3,367,13
高知,669,5968,107,8,554,8
福岡,8774,263231,1573,16,7272,119
佐賀,469,15020,62,1,409,3
長崎,611,39538,225,2,311,4
熊本,1873,36058,196,7,1466,16
大分,700,43195,121,4,573,6
宮崎,759,12454,91,0,668,5
鹿児島,1016,39647,136,2,880,14
沖縄,5413,90097,398,7,4939,81
(その他),149,-,0,-,149,-
合計,236104,4511891,37187,711,194650,3513
