都道府県名,陽性者数 検査人数,,%
北海道,13540,240878,5.6%
青森,492,9936,5.0%
岩手,389,14448,2.7%
宮城,2198,24825,8.9%
秋田,143,4565,3.1%
山形,390,10179,3.8%
福島,956,58133,1.6%
茨城,2488,18572,13.4%
栃木,1534,72782,2.1%
群馬,2339,52671,4.4%
埼玉,14519,320485,4.5%
千葉,11222,226083,5.0%
東京,60960,996675,6.1%
神奈川,21733,342311,6.3%
新潟,545,28181,1.9%
富山,560,21742,2.6%
石川,1084,29937,3.6%
福井,355,19409,1.8%
山梨,568,14525,3.9%
長野,1206,48235,2.5%
岐阜,2348,65635,3.6%
静岡,2713,88334,3.1%
愛知,16554,199918,8.3%
三重,1297,30675,4.2%
滋賀,1199,37603,3.2%
京都,4803,95241,5.0%
大阪,30261,469277,6.4%
兵庫,10004,140507,7.1%
奈良,2041,47698,4.3%
和歌山,629,16542,3.8%
鳥取,119,24185,0.5%
島根,209,9344,2.2%
岡山,1390,31723,4.4%
広島,3318,75233,4.4%
山口,589,26760,2.2%
徳島,199,15356,1.3%
香川,306,24380,1.3%
愛媛,471,13700,3.4%
高知,669,5968,11.2%
福岡,8774,263231,3.3%
佐賀,469,15020,3.1%
長崎,611,39538,1.5%
熊本,1873,36058,5.2%
大分,700,43195,1.6%
宮崎,759,12454,6.1%
鹿児島,1016,39647,2.6%
沖縄,5413,90097,6.0%
長崎船,149,0,-
合計,236104,4511891,5.2%
