都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,40472,734653,4453,34,35468,1288
青森,2448,47747,84,2,2334,30
岩手,1590,80043,121,0,1423,46
宮城,9030,151062,135,8,8804,84
秋田,763,14046,17,1,727,19
山形,2009,61869,56,3,1907,46
福島,4714,262020,125,4,4434,155
茨城,10135,32980,312,11,9666,157
栃木,6671,274446,258,11,6333,80
群馬,7980,182168,140,8,7692,148
埼玉,45040,918264,1066,33,43157,817
千葉,38404,642098,939,21,36771,694
東京,166369,2381420,3618,47,160595,2156
神奈川,64195,972090,1811,49,61460,924
新潟,3362,154992,150,1,3166,46
富山,1959,68443,73,5,1849,37
石川,3875,112509,118,3,3642,112
福井,1063,61324,18,0,1011,34
山梨,1777,47764,220,2,1537,20
長野,4934,189515,124,2,4794,89
岐阜,9267,255000,362,17,8726,179
静岡,8856,372339,467,5,8246,143
愛知,49716,763178,2842,74,45986,888
三重,5145,134562,219,9,4954,108
滋賀,5405,139908,274,9,5047,84
京都,16348,269142,416,20,15680,229
大阪,101774,1969701,5539,208,92844,2530
兵庫,40490,482693,722,60,38512,1256
奈良,8077,158592,164,10,7792,121
和歌山,2652,41061,25,6,2524,47
鳥取,466,79328,8,0,449,2
島根,550,28600,17,2,533,0
岡山,7550,153838,269,7,7125,120
広島,11194,523290,372,16,10568,153
山口,3066,113166,168,2,2829,69
徳島,1646,61381,22,0,1561,63
香川,2065,81546,59,4,1984,27
愛媛,2736,91492,19,4,2642,75
高知,1661,10557,117,11,1523,21
福岡,34974,788392,1738,43,32709,491
佐賀,2539,53159,38,1,2515,23
長崎,3065,117900,145,1,2852,68
熊本,6402,80374,159,9,6134,109
大分,3467,157405,86,3,3322,59
宮崎,3056,43591,40,2,2983,27
鹿児島,3584,107325,179,2,3390,33
沖縄,19508,235918,2226,79,17129,159
(その他),149,-,0,-,149,-
合計,772198,14702891,30530,849,727478,14066
