都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2378,65059,221,0,2050,107
青 森,39,2613,2,0,36,1
岩手,24,4676,1,0,23,0
宮城,486,11525,57,1,427,2
秋  田,59,2336,6,0,53,0
山形,81,5294,3,0,77,1
福島,317,23132,70,3,242,5
茨城,710,12963,49,5,644,17
栃木,444,33493,18,0,428,1
群馬,761,24875,37,5,703,19
埼玉,5100,155260,373,9,4625,102
千葉,4322,106036,326,12,3923,73
東京,27793,510031,2014,25,25358,421
神奈川,7537,171238,508,23,6878,151
新潟,179,16303,9,0,170,0
富山,422,13428,4,0,392,26
石川,780,14400,21,0,712,47
福井,249,10203,4,0,234,11
山梨,197,11030,2,1,189,6
長野,320,20176,9,0,310,1
岐阜,635,24152,10,1,615,10
静岡,567,37686,13,0,552,2
愛知,5539,84673,255,9,5193,91
三重,538,14179,30,0,505,7
滋賀,515,12916,16,0,491,8
京都,1851,46473,86,2,1738,27
大阪,11180,202192,423,22,10520,224
兵庫,2905,61103,133,11,2713,59
奈良,600,22343,26,1,565,9
和歌山,249,9755,7,0,235,4
鳥取,36,5535,2,0,34,0
島根,140,5932,0,0,140,0
岡山,163,8654,8,3,152,1
広島,642,24559,57,1,569,3
山口,209,10670,9,1,198,2
徳島,149,7096,0,0,131,9
香川,94,11526,1,0,91,2
愛媛,115,4189,1,0,108,6
高知,139,3540,1,0,134,4
福岡,5105,144216,69,6,4937,99
佐賀,248,6296,2,0,248,0
長崎,241,19974,3,0,233,3
熊本,690,17694,70,1,590,8
大分,158,18143,1,0,155,2
宮崎,344,8672,0,0,344,1
鹿児島,456,20585,27,0,428,12
沖縄,2754,44764,261,6,2448,49
(その他),149,-,0,-,149,-
合計,88609,2091588,5245,148,81690,1633
